Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,TDS
Contra Costa PP Number 01,4/4/2001,341,72.87905364,OMR,D,182
Contra Costa PP Number 01,6/6/2001,335,80.28545946,OMR,D,186
Contra Costa PP Number 01,11/6/2001,898,92.77803114,OMR,D,473
Contra Costa PP Number 01,12/3/2001,750,82.50576236,OMR,D,393
Contra Costa PP Number 01,1/8/2002,616,54.28372948,OMR,D,361
Contra Costa PP Number 01,2/5/2002,385,70.70857903,OMR,D,228
Contra Costa PP Number 01,4/2/2002,295,71.94484474,OMR,D,161
Contra Costa PP Number 01,5/6/2002,350,71.01564345,OMR,D,192
Contra Costa PP Number 01,6/4/2002,330,69.35185908,OMR,D,187
Contra Costa PP Number 01,7/2/2002,262,80.39099747,OMR,D,158
Contra Costa PP Number 01,8/5/2002,665,83.27712196,OMR,D,392
Contra Costa PP Number 01,9/4/2002,854,88.12309273,OMR,D,511
Contra Costa PP Number 01,10/8/2002,1120,89.3846487,OMR,AN,676
Contra Costa PP Number 01,11/5/2002,874,91.73476989,OMR,AN,526
Contra Costa PP Number 01,12/3/2002,850,93.0185482,OMR,AN,520
Contra Costa PP Number 01,1/7/2003,1010,51.99960319,OMR,AN,609
Contra Costa PP Number 01,2/3/2003,1070,54.06515388,OMR,AN,676
Contra Costa PP Number 01,3/3/2003,591,60.574921,OMR,AN,355
Contra Costa PP Number 01,4/1/2003,663,69.81194277,OMR,AN,398
Contra Costa PP Number 01,5/6/2003,330,51.50084909,OMR,AN,199
Contra Costa PP Number 01,6/4/2003,293,66.71648137,OMR,AN,176
Contra Costa PP Number 01,8/5/2003,348,69.2729812,OMR,AN,210
Contra Costa PP Number 01,9/10/2003,388,81.97587927,OMR,AN,231
Contra Costa PP Number 01,10/7/2003,604,88.64679121,OMR,BN,350
Contra Costa PP Number 01,11/4/2003,673,88.40480968,OMR,BN,382
Contra Costa PP Number 01,12/3/2003,724,87.61870823,OMR,BN,408
Contra Costa PP Number 01,1/6/2004,784,55.58733795,OMR,BN,441
Contra Costa PP Number 01,2/3/2004,322,71.8099759,OMR,BN,183
Contra Costa PP Number 01,3/2/2004,500,49.65011755,OMR,BN,284
Contra Costa PP Number 01,4/6/2004,238,69.18983307,OMR,BN,134
Contra Costa PP Number 01,5/4/2004,233,76.25300399,OMR,BN,131
Contra Costa PP Number 01,6/8/2004,308,86.24729429,OMR,BN,173
Contra Costa PP Number 01,7/7/2004,430,83.05294294,OMR,BN,240
Contra Costa PP Number 01,8/3/2004,470,81.28623188,OMR,BN,260
Contra Costa PP Number 01,9/8/2004,540,83.45154489,OMR,BN,305
Contra Costa PP Number 01,10/6/2004,730,80.20091081,OMR,AN,402
Contra Costa PP Number 01,11/1/2004,765,83.50140273,OMR,AN,430
Contra Costa PP Number 01,12/6/2004,579,88.99645057,OMR,AN,340
Contra Costa PP Number 01,1/3/2005,640,63.06546569,OMR,AN,393
Contra Costa PP Number 01,2/7/2005,379,66.68285541,OMR,AN,245
Contra Costa PP Number 01,3/7/2005,654,57.47547175,OMR,AN,386
Contra Costa PP Number 01,4/4/2005,499,55.79737907,OMR,AN,284
Contra Costa PP Number 01,5/3/2005,346,60.83995013,OMR,AN,194
Contra Costa PP Number 01,6/7/2005,256,54.24209382,OMR,AN,148
Contra Costa PP Number 01,7/6/2005,151,69.97360216,OMR,AN,89
Contra Costa PP Number 01,8/2/2005,196,80.7913406,OMR,AN,115
Contra Costa PP Number 01,9/6/2005,418,83.07162013,OMR,AN,231
Contra Costa PP Number 01,10/3/2005,504,81.90521431,OMR,W,278
Contra Costa PP Number 01,11/7/2005,468,89.68142253,OMR,W,267
Contra Costa PP Number 01,12/5/2005,660,82.80590189,OMR,W,366
Contra Costa PP Number 01,2/6/2006,491,52.81827396,OMR,W,270
Contra Costa PP Number 01,3/6/2006,232,50.66954548,OMR,W,131
Contra Costa PP Number 01,4/3/2006,428,47.97842568,OMR,W,236
Contra Costa PP Number 01,7/5/2006,162,67.43685291,OMR,W,94
Middle River @ Union Point - P10A,7/5/2006,154,67.43685291,OMR,W,89
Middle River @ Union Point - P10A,7/5/2006,154,67.43685291,SouthDelta,W,89
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,OMR,W,145
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,SouthDelta,W,145
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,OMR,W,133
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,SouthDelta,W,133
Contra Costa PP Number 01,10/3/2006,272,79.15994988,OMR,D,160
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,OMR,D,143
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,SouthDelta,D,143
Contra Costa PP Number 01,11/7/2006,302,88.98570418,OMR,D,171
Middle River @ Union Point - P10A,11/7/2006,274,88.98570418,OMR,D,155
Middle River @ Union Point - P10A,11/7/2006,274,88.98570418,SouthDelta,D,155
Contra Costa PP Number 01,12/5/2006,461,88.65054031,OMR,D,252
Middle River @ Union Point - P10A,12/5/2006,341,88.65054031,OMR,D,187
Middle River @ Union Point - P10A,12/5/2006,341,88.65054031,SouthDelta,D,187
Contra Costa PP Number 01,1/2/2007,704,80.23657174,OMR,D,390
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,OMR,D,268
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,SouthDelta,D,268
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,OMR,D,258
Contra Costa PP Number 01,2/6/2007,456,79.89948567,OMR,D,256
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,SouthDelta,D,258
Middle River @ Union Point - P10A,3/5/2007,485,58.91442023,OMR,D,276
Contra Costa PP Number 01,3/5/2007,315,58.91442023,OMR,D,182
Middle River @ Union Point - P10A,3/5/2007,485,58.91442023,SouthDelta,D,276
Middle River @ Union Point - P10A,4/2/2007,318,72.02877378,OMR,D,181
Contra Costa PP Number 01,4/2/2007,255,72.02877378,OMR,D,146
Middle River @ Union Point - P10A,4/2/2007,318,72.02877378,SouthDelta,D,181
Middle River @ Union Point - P10A,5/2/2007,346,74.44600721,OMR,D,191
Contra Costa PP Number 01,5/2/2007,268,74.44600721,OMR,D,150
Middle River @ Union Point - P10A,5/2/2007,346,74.44600721,SouthDelta,D,191
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,OMR,D,220
Contra Costa PP Number 01,6/4/2007,324,80.25338455,OMR,D,179
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,SouthDelta,D,220
Middle River @ Union Point - P10A,7/2/2007,303,80.94470218,OMR,D,167
Contra Costa PP Number 01,7/2/2007,264,80.94470218,OMR,D,146
Middle River @ Union Point - P10A,7/2/2007,303,80.94470218,SouthDelta,D,167
Contra Costa PP Number 01,8/6/2007,492,84.7182393,OMR,D,272
Middle River @ Union Point - P10A,8/6/2007,277,84.7182393,OMR,D,152
Middle River @ Union Point - P10A,8/6/2007,277,84.7182393,SouthDelta,D,152
Contra Costa PP Number 01,9/5/2007,812,85.25541551,OMR,D,452
Middle River @ Union Point - P10A,9/5/2007,364,85.25541551,OMR,D,200
Middle River @ Union Point - P10A,9/5/2007,364,85.25541551,SouthDelta,D,200
Contra Costa PP Number 01,10/2/2007,928,87.02852586,OMR,C,521
Middle River @ Union Point - P10A,10/2/2007,335,87.02852586,OMR,C,185
Middle River @ Union Point - P10A,10/2/2007,335,87.02852586,SouthDelta,C,185
Contra Costa PP Number 01,11/6/2007,1048,89.58054651,OMR,C,582
Middle River @ Union Point - P10A,11/6/2007,427,89.58054651,OMR,C,236
Middle River @ Union Point - P10A,11/6/2007,427,89.58054651,SouthDelta,C,236
Contra Costa PP Number 01,12/4/2007,1212,87.28423839,OMR,C,674
Middle River @ Union Point - P10A,12/4/2007,348,87.28423839,OMR,C,193
Middle River @ Union Point - P10A,12/4/2007,348,87.28423839,SouthDelta,C,193
Middle River @ Union Point - P10A,1/3/2008,544,83.34570353,OMR,C,301
Middle River @ Union Point - P10A,1/3/2008,544,83.34570353,SouthDelta,C,301
Middle River @ Union Point - P10A,2/5/2008,456,54.87619201,OMR,C,260
Contra Costa PP Number 01,2/5/2008,462,54.87619201,OMR,C,256
Middle River @ Union Point - P10A,2/5/2008,456,54.87619201,SouthDelta,C,260
Middle River @ Union Point - P10A,3/4/2008,374,66.16351777,OMR,C,214
Contra Costa PP Number 01,3/4/2008,361,66.16351777,OMR,C,213
Middle River @ Union Point - P10A,3/4/2008,374,66.16351777,SouthDelta,C,214
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,OMR,C,288
Contra Costa PP Number 01,4/8/2008,465,78.37516679,OMR,C,267
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,SouthDelta,C,288
Middle River @ Union Point - P10A,5/6/2008,503,81.24308533,OMR,C,280
Contra Costa PP Number 01,5/6/2008,415,81.24308533,OMR,C,229
Middle River @ Union Point - P10A,5/6/2008,503,81.24308533,SouthDelta,C,280
Middle River @ Union Point - P10A,6/2/2008,435,81.73068377,OMR,C,241
Contra Costa PP Number 01,6/2/2008,366,81.73068377,OMR,C,215
Middle River @ Union Point - P10A,6/2/2008,435,81.73068377,SouthDelta,C,241
Middle River @ Union Point - P10A,7/1/2008,318,84.87243383,OMR,C,180
Contra Costa PP Number 01,7/1/2008,287,84.87243383,OMR,C,170
Middle River @ Union Point - P10A,7/1/2008,318,84.87243383,SouthDelta,C,180
Contra Costa PP Number 01,8/5/2008,492,88.35573476,OMR,C,297
Middle River @ Union Point - P10A,8/5/2008,304,88.35573476,OMR,C,169
Middle River @ Union Point - P10A,8/5/2008,304,88.35573476,SouthDelta,C,169
Contra Costa PP Number 01,9/2/2008,744,88.7732302,OMR,C,411
Middle River @ Union Point - P10A,9/2/2008,387,88.7732302,OMR,C,214
Middle River @ Union Point - P10A,9/2/2008,387,88.7732302,SouthDelta,C,214
Contra Costa PP Number 01,10/1/2008,870,88.30977329,OMR,D,481
Middle River @ Union Point - P10A,10/1/2008,461,88.30977329,OMR,D,256
Middle River @ Union Point - P10A,10/1/2008,461,88.30977329,SouthDelta,D,256
Contra Costa PP Number 01,11/3/2008,642,93.02142734,OMR,D,354
Middle River @ Union Point - P10A,11/3/2008,443,93.02142734,OMR,D,246
Middle River @ Union Point - P10A,11/3/2008,443,93.02142734,SouthDelta,D,246
Contra Costa PP Number 01,12/2/2008,574,92.75840841,OMR,D,317
Middle River @ Union Point - P10A,12/2/2008,511,92.75840841,OMR,D,283
Middle River @ Union Point - P10A,12/2/2008,511,92.75840841,SouthDelta,D,283
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,93.85276614,SouthDelta,D,607
Grant Line Canal @ Tracy Blvd,12/11/2008,898,93.85276614,SouthDelta,D,517
Old River @ Middle River,12/22/2008,900,92.48009562,SouthDelta,D,519
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,91.80575032,SouthDelta,D,752
Grant Line Canal @ Tracy Blvd,12/23/2008,928,91.80575032,SouthDelta,D,525
Middle River @ Union Point - P10A,1/6/2009,589,86.18470086,OMR,D,335
Middle River @ Union Point - P10A,1/6/2009,589,86.18470086,SouthDelta,D,335
Old River @ Middle River,1/7/2009,962,86.91076865,SouthDelta,D,570
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,89.32251087,SouthDelta,D,635
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,89.32251087,SouthDelta,D,584
Old River @ Tracy Road Bridge - P12,1/26/2009,995,88.07443799,SouthDelta,D,578
Grant Line Canal @ Tracy Blvd,1/26/2009,952,88.07443799,SouthDelta,D,554
Old River @ Middle River,1/29/2009,862,83.77227583,SouthDelta,D,479
Contra Costa PP Number 01,2/3/2009,794,84.30493265,OMR,D,465
Middle River @ Union Point - P10A,2/3/2009,633,84.30493265,OMR,D,350
Middle River @ Union Point - P10A,2/3/2009,633,84.30493265,SouthDelta,D,350
Old River @ Middle River,2/10/2009,1079,84.02790463,SouthDelta,D,641
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,83.0036227,SouthDelta,D,651
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,83.0036227,SouthDelta,D,633
Old River @ Middle River,2/25/2009,844,63.13375011,SouthDelta,D,492
Old River @ Tracy Road Bridge - P12,2/26/2009,911,60.14582078,SouthDelta,D,541
Grant Line Canal @ Tracy Blvd,2/26/2009,840,60.14582078,SouthDelta,D,490
Middle River @ Union Point - P10A,3/2/2009,583,65.57301543,OMR,D,321
Middle River @ Union Point - P10A,3/2/2009,583,65.57301543,SouthDelta,D,321
Old River @ Tracy Road Bridge - P12,3/9/2009,868,54.40866096,SouthDelta,D,521
Grant Line Canal @ Tracy Blvd,3/9/2009,728,54.40866096,SouthDelta,D,436
Old River @ Middle River,3/16/2009,1043,64.397985,SouthDelta,D,643
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,67.34893515,SouthDelta,D,722
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,67.34893515,SouthDelta,D,694
Old River @ Middle River,4/1/2009,1008,73.95020527,SouthDelta,D,584
Middle River @ Union Point - P10A,4/7/2009,314,75.36176628,OMR,D,176
Middle River @ Union Point - P10A,4/7/2009,314,75.36176628,SouthDelta,D,176
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,75.01511525,SouthDelta,D,588
Grant Line Canal @ Tracy Blvd,4/9/2009,844,75.01511525,SouthDelta,D,478
Old River @ Middle River,4/16/2009,694,67.73613947,SouthDelta,D,392
Old River @ Tracy Road Bridge - P12,4/23/2009,814,79.53429049,SouthDelta,D,474
Grant Line Canal @ Tracy Blvd,4/23/2009,463,79.53429049,SouthDelta,D,255
Middle River @ Union Point - P10A,5/5/2009,358,73.26168644,OMR,D,197
Middle River @ Union Point - P10A,5/5/2009,358,73.26168644,SouthDelta,D,197
Old River @ Tracy Road Bridge - P12,5/7/2009,554,68.40551796,SouthDelta,D,312
Grant Line Canal @ Tracy Blvd,5/7/2009,425,68.40551796,SouthDelta,D,234
Old River @ Tracy Road Bridge - P12,5/21/2009,488,75.54540529,SouthDelta,D,277
Grant Line Canal @ Tracy Blvd,5/21/2009,353,75.54540529,SouthDelta,D,195
Middle River @ Union Point - P10A,6/2/2009,336,74.90839371,OMR,D,185
Middle River @ Union Point - P10A,6/2/2009,336,74.90839371,SouthDelta,D,185
Old River @ Tracy Road Bridge - P12,6/8/2009,739,77.24823856,SouthDelta,D,421
Grant Line Canal @ Tracy Blvd,6/8/2009,550,77.24823856,SouthDelta,D,304
Middle River @ Union Point - P10A,7/7/2009,228,82.06398554,OMR,D,135
Middle River @ Union Point - P10A,7/7/2009,228,82.06398554,SouthDelta,D,135
Middle River @ Union Point - P10A,8/4/2009,265,84.14076361,OMR,D,146
Middle River @ Union Point - P10A,8/4/2009,265,84.14076361,SouthDelta,D,146
Middle River @ Union Point - P10A,9/9/2009,345,84.37552482,OMR,D,190
Middle River @ Union Point - P10A,9/9/2009,345,84.37552482,SouthDelta,D,190
Middle River @ Union Point - P10A,10/6/2009,411,87.99178837,OMR,BN,227
Middle River @ Union Point - P10A,10/6/2009,411,87.99178837,SouthDelta,BN,227
Middle River @ Union Point - P10A,11/3/2009,352,88.3635176,OMR,BN,195
Middle River @ Union Point - P10A,11/3/2009,352,88.3635176,SouthDelta,BN,195
Middle River @ Union Point - P10A,12/1/2009,320,92.29828513,OMR,BN,177
Middle River @ Union Point - P10A,12/1/2009,320,92.29828513,SouthDelta,BN,177
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,92.73,SJRcorridor,BN,485
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,92.73,SJRcorridor,BN,470
Middle River @ Union Point - P10A,1/5/2010,466,86.26711441,OMR,BN,265
Middle River @ Union Point - P10A,1/5/2010,466,86.26711441,SouthDelta,BN,265
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,91.08,SJRcorridor,BN,578
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,91.08,SJRcorridor,BN,602
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,86.05,SJRcorridor,BN,585
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,86.05,SJRcorridor,BN,510
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,82.29,SJRcorridor,BN,451
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,82.29,SJRcorridor,BN,558
Middle River @ Union Point - P10A,2/2/2010,536,54.29400396,OMR,BN,302
Middle River @ Union Point - P10A,2/2/2010,536,54.29400396,SouthDelta,BN,302
Middle River @ Union Point - P10A,3/2/2010,483,63.81753273,OMR,BN,280
Middle River @ Union Point - P10A,3/2/2010,483,63.81753273,SouthDelta,BN,280
Middle River @ Union Point - P10A,4/6/2010,441,68.63765096,OMR,BN,258
Middle River @ Union Point - P10A,4/6/2010,441,68.63765096,SouthDelta,BN,258
Middle River @ Union Point - P10A,5/4/2010,400,57.05251942,OMR,BN,220
Middle River @ Union Point - P10A,5/4/2010,400,57.05251942,SouthDelta,BN,220
Middle River @ Union Point - P10A,6/8/2010,288,67.97063022,OMR,BN,153
Middle River @ Union Point - P10A,6/8/2010,288,67.97063022,SouthDelta,BN,153
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,OMR,BN,139
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,SouthDelta,BN,139
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,OMR,BN,105
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,SouthDelta,BN,105
Middle River @ Union Point - P10A,9/7/2010,294,86.84207092,OMR,BN,163
Middle River @ Union Point - P10A,9/7/2010,294,86.84207092,SouthDelta,BN,163
Middle River @ Union Point - P10A,10/5/2010,340,83.98583932,OMR,W,188
Middle River @ Union Point - P10A,10/5/2010,340,83.98583932,SouthDelta,W,188
Middle River @ Union Point - P10A,11/3/2010,334,84.63274041,OMR,W,185
Middle River @ Union Point - P10A,11/3/2010,334,84.63274041,SouthDelta,W,185
Middle River @ Union Point - P10A,12/6/2010,321,84.27592276,OMR,W,178
Middle River @ Union Point - P10A,12/6/2010,321,84.27592276,SouthDelta,W,178
Middle River @ Union Point - P10A,1/3/2011,274,53.33698971,OMR,W,159
Middle River @ Union Point - P10A,1/3/2011,274,53.33698971,SouthDelta,W,159
San Joaquin River at Holt Rd.,1/19/2011,247,66.73,SJRcorridor,W,145
Middle River @ Union Point - P10A,2/7/2011,334,64.18410148,OMR,W,191
Middle River @ Union Point - P10A,2/7/2011,334,64.18410148,SouthDelta,W,191
Middle River @ Union Point - P10A,3/7/2011,372,56.35666923,OMR,W,209
Middle River @ Union Point - P10A,3/7/2011,372,56.35666923,SouthDelta,W,209
Middle River @ Union Point - P10A,5/2/2011,199,57.60965856,OMR,W,110
Middle River @ Union Point - P10A,5/2/2011,199,57.60965856,SouthDelta,W,110
Rock Slough at Delta Road Bridge,6/6/2011,259,57.57300551,OMR,W,143
Middle River @ Union Point - P10A,6/6/2011,257,57.57300551,OMR,W,142
Middle River @ Union Point - P10A,6/6/2011,257,57.57300551,SouthDelta,W,142
Middle River @ Union Point - P10A,7/5/2011,184,56.36389323,OMR,W,102
Rock Slough at Delta Road Bridge,7/5/2011,169,56.36389323,OMR,W,93
Middle River @ Union Point - P10A,7/5/2011,184,56.36389323,SouthDelta,W,102
Middle River @ Union Point - P10A,10/7/2013,430,87.90258861,OMR,C,239
Middle River @ Union Point - P10A,10/7/2013,430,87.90258861,SouthDelta,C,239
Middle River @ Union Point - P10A,11/4/2013,463,90.34617646,OMR,C,256
Middle River @ Union Point - P10A,11/4/2013,463,90.34617646,SouthDelta,C,256
Middle River @ Union Point - P10A,12/2/2013,507,93.39492499,OMR,C,279
Middle River @ Union Point - P10A,12/2/2013,507,93.39492499,SouthDelta,C,279
Middle River @ Union Point - P10A,1/6/2014,601,92.33233742,OMR,C,332
Middle River @ Union Point - P10A,1/6/2014,601,92.33233742,SouthDelta,C,332
Middle River @ Union Point - P10A,2/3/2014,774,93.92384943,OMR,C,430
Middle River @ Union Point - P10A,2/3/2014,774,93.92384943,SouthDelta,C,430
Middle River @ Union Point - P10A,3/3/2014,725,80.57624471,OMR,C,402
Middle River @ Union Point - P10A,3/3/2014,725,80.57624471,SouthDelta,C,402
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,OMR,C,269
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,SouthDelta,C,269
Middle River @ Union Point - P10A,5/5/2014,483,87.63000727,OMR,C,275
Middle River @ Union Point - P10A,5/5/2014,483,87.63000727,SouthDelta,C,275
Middle River @ Union Point - P10A,6/2/2014,436,93.56618111,OMR,C,241
Middle River @ Union Point - P10A,6/2/2014,436,93.56618111,SouthDelta,C,241
Middle River @ Union Point - P10A,7/7/2014,541,90.2187572,OMR,C,299
Middle River @ Union Point - P10A,7/7/2014,541,90.2187572,SouthDelta,C,299
Middle River @ Union Point - P10A,8/4/2014,490,88.73599436,OMR,C,272
Middle River @ Union Point - P10A,8/4/2014,490,88.73599436,SouthDelta,C,272
Middle River @ Union Point - P10A,9/2/2014,452,90.3346038,OMR,C,249
Middle River @ Union Point - P10A,9/2/2014,452,90.3346038,SouthDelta,C,249
Middle River @ Union Point - P10A,10/6/2014,503,94.77701545,OMR,C,280
Middle River @ Union Point - P10A,10/6/2014,503,94.77701545,SouthDelta,C,280
Middle River @ Union Point - P10A,11/3/2014,613,92.39401068,OMR,C,342
Middle River @ Union Point - P10A,11/3/2014,613,92.39401068,SouthDelta,C,342
Middle River @ Union Point - P10A,12/1/2014,542,93.6049299,OMR,C,301
Middle River @ Union Point - P10A,12/1/2014,542,93.6049299,SouthDelta,C,301
Middle River @ Union Point - P10A,1/5/2015,470,71.50190239,OMR,C,284
Middle River @ Union Point - P10A,1/5/2015,470,71.50190239,SouthDelta,C,284
Middle River @ Union Point - P10A,2/3/2015,415,87.92593622,OMR,C,250
Middle River @ Union Point - P10A,2/3/2015,415,87.92593622,SouthDelta,C,250
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,OMR,C,237
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,SouthDelta,C,237
Middle River @ Union Point - P10A,4/6/2015,419,88.0123047,OMR,C,231
Middle River @ Union Point - P10A,4/6/2015,419,88.0123047,SouthDelta,C,231
Middle River @ Union Point - P10A,5/4/2015,568,94.17154572,OMR,C,315
Middle River @ Union Point - P10A,5/4/2015,568,94.17154572,SouthDelta,C,315
Middle River @ Union Point - P10A,6/1/2015,697,93.2549537,OMR,C,391
Middle River @ Union Point - P10A,6/1/2015,697,93.2549537,SouthDelta,C,391
Middle River @ Union Point - P10A,7/6/2015,667,95.81957478,OMR,C,370
Middle River @ Union Point - P10A,7/6/2015,667,95.81957478,SouthDelta,C,370
Middle River @ Union Point - P10A,8/3/2015,648,95.38511805,OMR,C,359
Middle River @ Union Point - P10A,8/3/2015,648,95.38511805,SouthDelta,C,359
Middle River @ Union Point - P10A,9/9/2015,581,94.75346141,OMR,C,322
Middle River @ Union Point - P10A,9/9/2015,581,94.75346141,SouthDelta,C,322
Middle River @ Union Point - P10A,10/5/2015,616,94.93479848,OMR,BN,355
Middle River @ Union Point - P10A,10/5/2015,616,94.93479848,SouthDelta,BN,355
Middle River @ Union Point - P10A,11/2/2015,675,93.88533024,OMR,BN,373
Middle River @ Union Point - P10A,11/2/2015,675,93.88533024,SouthDelta,BN,373
Middle River @ Union Point - P10A,12/7/2015,710,94.9140377,OMR,BN,395
Middle River @ Union Point - P10A,12/7/2015,710,94.9140377,SouthDelta,BN,395
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,OMR,BN,332
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,SouthDelta,BN,332
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,OMR,BN,274
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,SouthDelta,BN,274
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,OMR,BN,188
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,SouthDelta,BN,188
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,OMR,BN,194
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,SouthDelta,BN,194
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,OMR,BN,256
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,SouthDelta,BN,256
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,OMR,BN,179
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,SouthDelta,BN,179
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,OMR,BN,126
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,SouthDelta,BN,126
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,OMR,BN,132
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,SouthDelta,BN,132
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,OMR,BN,160
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,SouthDelta,BN,160
Middle River @ Union Point - P10A,10/4/2016,387,86.5637221,OMR,W,216
Middle River @ Union Point - P10A,10/4/2016,387,86.5637221,SouthDelta,W,216
Middle River @ Union Point - P10A,11/7/2016,353,87.41045331,OMR,W,195
Middle River @ Union Point - P10A,11/7/2016,353,87.41045331,SouthDelta,W,195
Middle River @ Union Point - P10A,12/7/2016,398,83.68530205,OMR,W,221
Middle River @ Union Point - P10A,12/7/2016,398,83.68530205,SouthDelta,W,221
Middle River @ Union Point - P10A,1/9/2017,338,56.18463132,OMR,W,203
Middle River @ Union Point - P10A,1/9/2017,338,56.18463132,SouthDelta,W,203
Middle River @ Union Point - P10A,2/6/2017,258,50.46962633,OMR,W,158
Middle River @ Union Point - P10A,2/6/2017,258,50.46962633,SouthDelta,W,158
Middle River @ Union Point - P10A,3/8/2017,187,46.65054443,OMR,W,110
Middle River @ Union Point - P10A,3/8/2017,187,46.65054443,SouthDelta,W,110
Middle River @ Union Point - P10A,4/3/2017,201,49.18404199,OMR,W,115
Middle River @ Union Point - P10A,4/3/2017,201,49.18404199,SouthDelta,W,115
Middle River @ Union Point - P10A,5/3/2017,120,50.00669585,OMR,W,73
Middle River @ Union Point - P10A,5/3/2017,120,50.00669585,SouthDelta,W,73
Middle River @ Union Point - P10A,6/5/2017,177,57.96351261,OMR,W,104
Middle River @ Union Point - P10A,6/5/2017,177,57.96351261,SouthDelta,W,104
Middle River @ Union Point - P10A,7/10/2017,177,70.04911852,OMR,W,103
Middle River @ Union Point - P10A,7/10/2017,177,70.04911852,SouthDelta,W,103
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,OMR,W,124
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,SouthDelta,W,124
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,OMR,W,109
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,SouthDelta,W,109
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,OMR,BN,104
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,SouthDelta,BN,104
Middle River @ Union Point - P10A,12/4/2017,246,83.87250454,OMR,BN,136
Middle River @ Union Point - P10A,12/4/2017,246,83.87250454,SouthDelta,BN,136
Middle River @ Union Point - P10A,1/8/2018,456,84.74492337,OMR,BN,252
Middle River @ Union Point - P10A,1/8/2018,456,84.74492337,SouthDelta,BN,252
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,73,SJRcorridor,BN,362
Middle River @ Union Point - P10A,2/5/2018,395,73,OMR,BN,230
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,OMR,BN,230
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,SouthDelta,BN,230
