Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,TDS
Old River South of Rock Slough (St 5A),2/1/1991,881,94.15033685,OMR,C,479
Middle River at Bacon Island Bridge,2/26/1991,610,94.34149831,OMR,C,335
Clifton Court Intake,2/27/1991,840,95.15255136,OMR,C,467
Old River South of Rock Slough (St 5A),3/1/1991,1050,95.64094598,OMR,C,568
Middle River at Bacon Island Bridge,3/25/1991,469,72.32639176,OMR,C,269
Clifton Court Intake,3/27/1991,548,71.68911216,OMR,C,305
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,85.01,SJRcorridor,C,806
Little Connection Sl. @ Empire Tr.,4/23/1991,251,85.01,SJRcorridor,C,150
Middle River at Bacon Island Bridge,4/23/1991,294,85.01362795,OMR,C,178
Old River nr Tracy,4/23/1991,1510,85.01362795,SouthDelta,C,906
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,85.01362795,SouthDelta,C,803
Clifton Court Intake,4/24/1991,792,86.48122671,OMR,C,461
Clifton Court Intake,5/21/1991,527,91.14886705,OMR,C,297
Contra Costa PP Number 01,5/21/1991,537,91.14886705,OMR,C,295
Middle River at Bacon Island Bridge,5/21/1991,359,91.14886705,OMR,C,202
Old River North of Rock Slough (St 4b),5/22/1991,613,90.63835999,OMR,C,334
Rock Slough @ Old River,5/22/1991,596,90.63835999,OMR,C,326
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,90.63835999,SouthDelta,C,273
Contra Costa PP Number 01,6/24/1991,705,92.83977948,OMR,C,387
Clifton Court Intake,6/25/1991,607,93.04612539,OMR,C,332
Middle River at Bacon Island Bridge,6/28/1991,451,91.92518677,OMR,C,249
Clifton Court Intake,7/23/1991,528,91.47785985,OMR,C,286
Rock Slough @ Old River,7/24/1991,596,92.78926842,OMR,C,324
Old River North of Rock Slough (St 4b),7/24/1991,595,92.78926842,OMR,C,322
Middle River at Bacon Island Bridge,7/24/1991,404,92.78926842,OMR,C,218
Old River nr Tracy,7/24/1991,1110,92.78926842,SouthDelta,C,650
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,92.78926842,SouthDelta,C,564
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,92.78926842,SouthDelta,C,276
Middle R @ Tracy Rd Bdg,7/24/1991,454,92.78926842,SouthDelta,C,251
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,92.79,SJRcorridor,C,571
Little Connection Sl. @ Empire Tr.,7/24/1991,275,92.79,SJRcorridor,C,154
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,88.57,SJRcorridor,C,555
Little Connection Sl. @ Empire Tr.,8/21/1991,245,88.57,SJRcorridor,C,139
Contra Costa PP Number 01,8/21/1991,699,88.57096592,OMR,C,368
Rock Slough @ Old River,8/21/1991,550,88.57096592,OMR,C,299
Old River North of Rock Slough (St 4b),8/21/1991,551,88.57096592,OMR,C,298
Middle River at Bacon Island Bridge,8/21/1991,347,88.57096592,OMR,C,190
Old River nr Tracy,8/21/1991,1140,88.57096592,SouthDelta,C,659
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,88.57096592,SouthDelta,C,578
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,88.57096592,SouthDelta,C,471
Clifton Court Intake,9/10/1991,469,92.73110822,OMR,C,244
Middle River at Bacon Island Bridge,9/10/1991,323,92.73110822,OMR,C,171
Contra Costa PP Number 01,9/11/1991,782,92.53683095,OMR,C,405
Old River North of Rock Slough (St 4b),10/23/1991,665,94.27657666,OMR,C,344
Rock Slough @ Old River,10/23/1991,637,94.27657666,OMR,C,331
Contra Costa PP Number 01,10/23/1991,585,94.27657666,OMR,C,302
Middle River at Bacon Island Bridge,10/23/1991,365,94.27657666,OMR,C,202
Old River nr Tracy,10/23/1991,1220,94.27657666,SouthDelta,C,711
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,94.27657666,SouthDelta,C,569
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,94.27657666,SouthDelta,C,247
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,94.28,SJRcorridor,C,415
Little Connection Sl. @ Empire Tr.,10/23/1991,160,94.28,SJRcorridor,C,90
Contra Costa PP Number 01,11/19/1991,836,93.6335894,OMR,C,443
Clifton Court Intake,11/21/1991,688,93.42904814,OMR,C,365
Middle River at Bacon Island Bridge,11/21/1991,547,93.42904814,OMR,C,301
Contra Costa PP Number 01,12/9/1991,988,94.2937316,OMR,C,529
Clifton Court Intake,12/11/1991,810,94.35994762,OMR,C,443
Middle River at Bacon Island Bridge,12/11/1991,609,94.35994762,OMR,C,329
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,92.69,SJRcorridor,C,640
Little Connection Sl. @ Empire Tr.,1/23/1992,247,92.69,SJRcorridor,C,152
Rock Slough @ Old River,1/23/1992,792,92.69366513,OMR,C,439
Contra Costa PP Number 01,1/23/1992,732,92.69366513,OMR,C,399
Middle River at Bacon Island Bridge,1/23/1992,455,92.69366513,OMR,C,263
Old River nr Tracy,1/23/1992,1150,92.69366513,SouthDelta,C,687
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,92.69366513,SouthDelta,C,655
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,92.69366513,SouthDelta,C,308
Contra Costa PP Number 01,2/24/1992,793,66.71267132,OMR,C,451
Clifton Court Intake,2/25/1992,554,65.86224313,OMR,C,318
Contra Costa PP Number 01,3/24/1992,421,67.98576989,OMR,C,246
Clifton Court Intake,3/26/1992,321,68.43776556,OMR,C,193
Middle River at Bacon Island Bridge,3/26/1992,290,68.43776556,OMR,C,180
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,77.19,SJRcorridor,C,480
Little Connection Sl. @ Empire Tr.,4/22/1992,231,77.19,SJRcorridor,C,131
Contra Costa PP Number 01,4/22/1992,362,77.19407905,OMR,C,202
Middle River at Bacon Island Bridge,4/22/1992,335,77.19407905,OMR,C,192
Rock Slough @ Old River,4/22/1992,330,77.19407905,OMR,C,186
Old River North of Rock Slough (St 4b),4/22/1992,325,77.19407905,OMR,C,185
Old River nr Tracy,4/22/1992,1110,77.19407905,SouthDelta,C,648
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,77.19407905,SouthDelta,C,544
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,77.19407905,SouthDelta,C,232
Contra Costa PP Number 01,5/19/1992,451,92.35936602,OMR,C,234
Clifton Court Intake,5/21/1992,463,91.77345049,OMR,C,249
Middle River at Bacon Island Bridge,5/21/1992,458,91.77345049,OMR,C,245
Clifton Court Intake,6/4/1992,569,92.61021102,OMR,C,306
Contra Costa PP Number 01,6/23/1992,885,92.2794422,OMR,C,469
Clifton Court Intake,6/25/1992,724,90.85817896,OMR,C,392
Middle River at Bacon Island Bridge,6/25/1992,564,90.85817896,OMR,C,298
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,92.39,SJRcorridor,C,564
Little Connection Sl. @ Empire Tr.,7/22/1992,179,92.39,SJRcorridor,C,106
Old River North of Rock Slough (St 4b),7/22/1992,909,92.3938467,OMR,C,481
Contra Costa PP Number 01,7/22/1992,905,92.3938467,OMR,C,471
Rock Slough @ Old River,7/22/1992,899,92.3938467,OMR,C,464
Middle River at Bacon Island Bridge,7/22/1992,527,92.3938467,OMR,C,294
Old River nr Tracy,7/22/1992,1120,92.3938467,SouthDelta,C,653
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,92.3938467,SouthDelta,C,641
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,92.3938467,SouthDelta,C,502
Little Connection Sl. @ Empire Tr.,8/19/1992,163,92.09,SJRcorridor,C,97
Old River North of Rock Slough (St 4b),8/19/1992,915,92.0935494,OMR,C,481
Rock Slough @ Old River,8/19/1992,901,92.0935494,OMR,C,473
Contra Costa PP Number 01,8/19/1992,904,92.0935494,OMR,C,464
Middle River at Bacon Island Bridge,8/19/1992,484,92.0935494,OMR,C,254
Old River nr Tracy,8/19/1992,1160,92.0935494,SouthDelta,C,646
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,92.0935494,SouthDelta,C,603
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,92.0935494,SouthDelta,C,445
Contra Costa PP Number 01,9/22/1992,882,92.38888101,OMR,C,463
Clifton Court Intake,9/24/1992,717,92.85385013,OMR,C,375
Middle River at Bacon Island Bridge,9/24/1992,458,92.85385013,OMR,C,246
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,92.45,SJRcorridor,AN,534
Little Connection Sl. @ Empire Tr.,10/7/1992,232,92.45,SJRcorridor,AN,134
Contra Costa PP Number 01,10/7/1992,900,92.45317986,OMR,AN,468
Rock Slough @ Old River,10/7/1992,849,92.45317986,OMR,AN,441
Old River North of Rock Slough (St 4b),10/7/1992,835,92.45317986,OMR,AN,436
Middle River at Bacon Island Bridge,10/7/1992,522,92.45317986,OMR,AN,279
Old River nr Tracy,10/7/1992,974,92.45317986,SouthDelta,AN,550
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,92.45317986,SouthDelta,AN,498
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,92.45317986,SouthDelta,AN,363
Contra Costa PP Number 01,11/17/1992,943,94.87189975,OMR,AN,499
Clifton Court Intake,11/19/1992,737,93.66767375,OMR,AN,394
Middle River at Bacon Island Bridge,11/19/1992,607,93.66767375,OMR,AN,332
Contra Costa PP Number 01,12/8/1992,933,96.70881536,OMR,AN,498
Clifton Court Intake,12/10/1992,875,95.44056579,OMR,AN,496
Middle River at Bacon Island Bridge,12/10/1992,686,95.44056579,OMR,AN,378
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,64.09,SJRcorridor,AN,219
Little Connection Sl. @ Empire Tr.,1/13/1993,247,64.09,SJRcorridor,AN,159
Contra Costa PP Number 01,1/13/1993,633,64.09402935,OMR,AN,360
Middle River at Bacon Island Bridge,1/13/1993,423,64.09402935,OMR,AN,250
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,64.09402935,SouthDelta,AN,228
Old River nr Tracy,1/13/1993,332,64.09402935,SouthDelta,AN,202
Clifton Court Intake,2/9/1993,345,67.78217395,OMR,AN,216
Middle River at Bacon Island Bridge,2/9/1993,320,67.78217395,OMR,AN,202
Contra Costa PP Number 01,2/10/1993,361,66.22571537,OMR,AN,223
Clifton Court Intake,3/9/1993,730,59.04059358,OMR,AN,438
Middle River at Bacon Island Bridge,3/9/1993,471,59.04059358,OMR,AN,283
Contra Costa PP Number 01,3/11/1993,801,59.02850507,OMR,AN,480
Middle River at Bacon Island Bridge,4/8/1993,465,54.30864006,OMR,AN,271
Clifton Court Intake,4/8/1993,400,54.30864006,OMR,AN,230
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,62.38,SJRcorridor,AN,343
Little Connection Sl. @ Empire Tr.,4/21/1993,145,62.38,SJRcorridor,AN,90
Middle River at Bacon Island Bridge,4/21/1993,440,62.38347365,OMR,AN,253
Contra Costa PP Number 01,4/21/1993,265,62.38347365,OMR,AN,152
Old River North of Rock Slough (St 4b),4/21/1993,212,62.38347365,OMR,AN,128
Rock Slough @ Old River,4/21/1993,211,62.38347365,OMR,AN,126
Old River nr Tracy,4/21/1993,802,62.38347365,SouthDelta,AN,458
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,62.38347365,SouthDelta,AN,354
Contra Costa PP Number 01,5/12/1993,410,63.16142825,OMR,AN,229
Clifton Court Intake,5/13/1993,456,61.911538,OMR,AN,267
Middle River at Bacon Island Bridge,5/13/1993,411,61.911538,OMR,AN,237
Contra Costa PP Number 01,6/8/1993,250,57.7015985,OMR,AN,123
Middle River at Bacon Island Bridge,6/10/1993,337,57.844797,OMR,AN,178
Clifton Court Intake,6/10/1993,301,57.844797,OMR,AN,156
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,75.05,SJRcorridor,AN,500
Little Connection Sl. @ Empire Tr.,7/8/1993,120,75.05,SJRcorridor,AN,78
Middle River at Bacon Island Bridge,7/8/1993,203,75.05380959,OMR,AN,112
Contra Costa PP Number 01,7/8/1993,159,75.05380959,OMR,AN,89
Rock Slough @ Old River,7/8/1993,156,75.05380959,OMR,AN,86
Old River North of Rock Slough (St 4b),7/8/1993,148,75.05380959,OMR,AN,84
Old River nr Tracy,7/8/1993,950,75.05380959,SouthDelta,AN,560
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,75.05380959,SouthDelta,AN,499
Middle River at Bacon Island Bridge,7/20/1993,161,75.81769133,OMR,AN,93
Clifton Court Intake,7/20/1993,166,75.81769133,OMR,AN,91
Contra Costa PP Number 01,7/22/1993,159,69.41514716,OMR,AN,86
Clifton Court Intake,8/10/1993,348,70.9026113,OMR,AN,200
Middle River at Bacon Island Bridge,8/10/1993,147,70.9026113,OMR,AN,88
Contra Costa PP Number 01,8/12/1993,185,71.58781984,OMR,AN,107
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,78.41,SJRcorridor,AN,202
Little Connection Sl. @ Empire Tr.,9/1/1993,162,78.41,SJRcorridor,AN,96
Rock Slough @ Old River,9/1/1993,216,78.41118016,OMR,AN,124
Old River North of Rock Slough (St 4b),9/1/1993,212,78.41118016,OMR,AN,122
Contra Costa PP Number 01,9/1/1993,205,78.41118016,OMR,AN,120
Middle River at Bacon Island Bridge,9/1/1993,175,78.41118016,OMR,AN,104
Old River nr Tracy,9/1/1993,530,78.41118016,SouthDelta,AN,304
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,78.41118016,SouthDelta,AN,223
Middle River at Bacon Island Bridge,9/21/1993,275,80.87356521,OMR,AN,156
Clifton Court Intake,9/21/1993,245,80.87356521,OMR,AN,140
Contra Costa PP Number 01,9/23/1993,285,83.44869348,OMR,AN,162
Contra Costa PP Number 01,10/5/1993,368,83.89162437,OMR,C,203
Middle River at Bacon Island Bridge,10/14/1993,295,84.61138109,OMR,C,174
Clifton Court Intake,10/14/1993,287,84.61138109,OMR,C,170
Contra Costa PP Number 01,10/20/1993,458,84.89979461,OMR,C,247
Old River North of Rock Slough (St 4b),10/20/1993,436,84.89979461,OMR,C,236
Rock Slough @ Old River,10/20/1993,425,84.89979461,OMR,C,230
Middle River at Bacon Island Bridge,10/20/1993,287,84.89979461,OMR,C,167
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,84.89979461,SouthDelta,C,180
Old River nr Tracy,10/20/1993,249,84.89979461,SouthDelta,C,142
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,84.89979461,SouthDelta,C,142
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,84.9,SJRcorridor,C,144
Little Connection Sl. @ Empire Tr.,10/20/1993,151,84.9,SJRcorridor,C,88
Clifton Court Intake,11/10/1993,418,87.72748074,OMR,C,226
Middle River at Bacon Island Bridge,11/10/1993,293,87.72748074,OMR,C,165
Contra Costa PP Number 01,11/17/1993,647,88.13138401,OMR,C,347
Clifton Court Intake,12/15/1993,490,84.34978841,OMR,C,266
Middle River at Bacon Island Bridge,12/15/1993,305,84.34978841,OMR,C,176
Contra Costa PP Number 01,12/16/1993,566,82.70555681,OMR,C,306
Contra Costa PP Number 01,1/5/1994,403,81.23635172,OMR,C,219
Contra Costa PP Number 01,1/12/1994,482,82.38546939,OMR,C,269
Rock Slough @ Old River,1/12/1994,341,82.38546939,OMR,C,198
Old River North of Rock Slough (St 4b),1/12/1994,337,82.38546939,OMR,C,194
Middle River at Bacon Island Bridge,1/12/1994,311,82.38546939,OMR,C,186
Old River nr Tracy,1/12/1994,771,82.38546939,SouthDelta,C,451
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,82.38546939,SouthDelta,C,424
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,82.39,SJRcorridor,C,424
Little Connection Sl. @ Empire Tr.,1/12/1994,227,82.39,SJRcorridor,C,143
Clifton Court Intake,1/19/1994,367,80.49647088,OMR,C,216
Middle River at Bacon Island Bridge,1/19/1994,356,80.49647088,OMR,C,212
Contra Costa PP Number 01,2/9/1994,388,80.94524586,OMR,C,224
Middle River at Bacon Island Bridge,2/17/1994,482,75.37363149,OMR,C,278
Clifton Court Intake,2/17/1994,415,75.37363149,OMR,C,242
Rock Slough @ Old River,2/17/1994,370,75.37363149,OMR,C,212
Middle River at Bacon Island Bridge,3/24/1994,516,72.52425966,OMR,C,300
Clifton Court Intake,3/24/1994,437,72.52425966,OMR,C,258
Rock Slough @ Old River,3/24/1994,328,72.52425966,OMR,C,194
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,78.88,SJRcorridor,C,524
Little Connection Sl. @ Empire Tr.,4/20/1994,236,78.88,SJRcorridor,C,134
Middle River at Bacon Island Bridge,4/20/1994,441,78.884997,OMR,C,253
Contra Costa PP Number 01,4/20/1994,375,78.884997,OMR,C,214
Rock Slough @ Old River,4/20/1994,357,78.884997,OMR,C,204
Old River North of Rock Slough (St 4b),4/20/1994,348,78.884997,OMR,C,200
Old River nr Tracy,4/20/1994,942,78.884997,SouthDelta,C,552
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,78.884997,SouthDelta,C,542
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,78.884997,SouthDelta,C,471
Clifton Court Intake,5/19/1994,599,76.51544974,OMR,C,346
Middle River at Bacon Island Bridge,5/19/1994,499,76.51544974,OMR,C,282
Rock Slough @ Old River,5/19/1994,395,76.51544974,OMR,C,218
Contra Costa PP Number 01,5/26/1994,427,79.98947042,OMR,C,233
Contra Costa PP Number 01,6/16/1994,407,86.55672415,OMR,C,221
Clifton Court Intake,6/22/1994,450,89.49535368,OMR,C,248
Rock Slough @ Old River,6/22/1994,450,89.49535368,OMR,C,224
Middle River at Bacon Island Bridge,6/22/1994,389,89.49535368,OMR,C,216
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,90.61,SJRcorridor,C,565
Little Connection Sl. @ Empire Tr.,7/20/1994,248,90.61,SJRcorridor,C,144
Rock Slough @ Old River,7/20/1994,645,90.6143213,OMR,C,376
Rock Slough @ Old River,7/20/1994,692,90.6143213,OMR,C,369
Old River North of Rock Slough (St 4b),7/20/1994,690,90.6143213,OMR,C,369
Contra Costa PP Number 01,7/20/1994,666,90.6143213,OMR,C,351
Middle River at Bacon Island Bridge,7/20/1994,365,90.6143213,OMR,C,203
Old River nr Tracy,7/20/1994,997,90.6143213,SouthDelta,C,587
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,90.6143213,SouthDelta,C,566
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,90.6143213,SouthDelta,C,496
Contra Costa PP Number 01,8/23/1994,703,91.93258472,OMR,C,359
Rock Slough @ Old River,8/25/1994,805,90.48799198,OMR,C,407
Clifton Court Intake,8/25/1994,597,90.48799198,OMR,C,312
Middle River at Bacon Island Bridge,8/25/1994,336,90.48799198,OMR,C,179
Contra Costa PP Number 01,9/20/1994,935,92.37559029,OMR,C,503
Rock Slough @ Old River,9/22/1994,988,90.04354307,OMR,C,544
Clifton Court Intake,9/22/1994,667,90.04354307,OMR,C,358
Middle River at Bacon Island Bridge,9/22/1994,407,90.04354307,OMR,C,224
Contra Costa PP Number 01,10/13/1994,569,90.78710967,OMR,W,306
Rock Slough @ Old River,10/20/1994,636,92.73586707,OMR,W,338
Middle River at Bacon Island Bridge,10/20/1994,464,92.73586707,OMR,W,258
Clifton Court Intake,10/20/1994,451,92.73586707,OMR,W,247
Contra Costa PP Number 01,11/9/1994,988,92.63852791,OMR,W,520
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,91.54,SJRcorridor,W,459
Contra Costa PP Number 01,12/13/1994,814,82.54298007,OMR,W,437
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,81.12,SJRcorridor,W,540
Contra Costa PP Number 01,1/17/1995,709,46.35508675,OMR,W,413
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,53.06,SJRcorridor,W,241
Contra Costa PP Number 01,2/6/1995,533,48.45038827,OMR,W,316
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,49.77,SJRcorridor,W,283
Contra Costa PP Number 01,3/13/1995,322,37.53111646,OMR,W,191
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,35.27,SJRcorridor,W,188
Contra Costa PP Number 01,4/10/1995,635,50.51772825,OMR,W,370
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,55.06,SJRcorridor,W,111
Contra Costa PP Number 01,5/10/1995,307,49.34111805,OMR,W,182
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,50.95,SJRcorridor,W,90
Contra Costa PP Number 01,6/14/1995,214,58.38588799,OMR,W,127
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,57.62,SJRcorridor,W,150
Contra Costa PP Number 01,7/12/1995,146,65.49822638,OMR,W,94
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,58.75,SJRcorridor,W,132
Contra Costa PP Number 01,8/9/1995,150,68.77947219,OMR,W,94
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,74.57,SJRcorridor,W,376
Contra Costa PP Number 01,9/6/1995,187,67.21706163,OMR,W,113
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,67.19,SJRcorridor,W,228
Contra Costa PP Number 01,10/11/1995,193,69.40952731,OMR,W,116
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,74.05,SJRcorridor,W,119
Contra Costa PP Number 01,11/8/1995,200,81.20170079,OMR,W,120
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,79.56,SJRcorridor,W,439
Contra Costa PP Number 01,12/6/1995,213,79.32528838,OMR,W,124
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,79.94,SJRcorridor,W,427
Contra Costa PP Number 01,1/10/1996,303,68.97868863,OMR,W,185
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,81.12,SJRcorridor,W,560
Contra Costa PP Number 01,2/8/1996,397,47.52751567,OMR,W,235
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,53.64,SJRcorridor,W,170
Contra Costa PP Number 01,3/7/1996,898,46.46251523,OMR,W,524
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,48.94,SJRcorridor,W,145
Contra Costa PP Number 01,4/4/1996,554,58.29157662,OMR,W,310
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,53.46,SJRcorridor,W,242
Contra Costa PP Number 01,5/2/1996,516,66.95278638,OMR,W,292
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,62.32,SJRcorridor,W,192
Contra Costa PP Number 01,6/6/1996,277,61.33562885,OMR,W,156
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,65.49,SJRcorridor,W,341
Contra Costa PP Number 01,7/11/1996,175,75.57077698,OMR,W,98
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,73.34,SJRcorridor,W,459
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,77.46,SJRcorridor,W,429
Contra Costa PP Number 01,9/5/1996,283,73.8076039,OMR,W,155
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,76.74,SJRcorridor,W,390
Contra Costa PP Number 01,10/3/1996,292,81.93439648,OMR,W,169
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,83.55,SJRcorridor,W,347
Contra Costa PP Number 01,11/7/1996,495,84.27562766,OMR,W,267
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,87.3,SJRcorridor,W,392
Contra Costa PP Number 01,12/5/1996,688,78.03491703,OMR,W,359
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,67.98,SJRcorridor,W,134
Contra Costa PP Number 01,1/9/1997,427,31.8495819,OMR,W,242
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,47.19,SJRcorridor,W,111
Contra Costa PP Number 01,3/12/1997,314,55.67296976,OMR,W,170
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,55.45,SJRcorridor,W,190
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,73.8,SJRcorridor,W,461
Contra Costa PP Number 01,4/10/1997,272,73.77999403,OMR,W,148
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,71.63,SJRcorridor,W,208
Contra Costa PP Number 01,5/13/1997,363,71.63203277,OMR,W,207
Contra Costa PP Number 01,6/4/1997,294,78.50514499,OMR,W,164
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,78.51,SJRcorridor,W,308
Contra Costa PP Number 01,7/1/1997,249,78.99333076,OMR,W,144
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,78.24,SJRcorridor,W,351
Contra Costa PP Number 01,8/6/1997,267,77.35304839,OMR,W,149
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,77.95,SJRcorridor,W,415
Contra Costa PP Number 01,9/2/1997,269,77.2650624,OMR,W,146
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,77.27,SJRcorridor,W,398
Contra Costa PP Number 01,10/7/1997,640,90.04861349,OMR,W,342
Contra Costa PP Number 01,11/5/1997,948,91.80829068,OMR,W,508
Contra Costa PP Number 01,12/10/1997,1080,71.95083355,OMR,W,606
Contra Costa PP Number 01,1/6/1998,920,80.42409534,OMR,W,505
Contra Costa PP Number 01,2/5/1998,879,41.15155574,OMR,W,507
Contra Costa PP Number 01,3/3/1998,1100,46.174655,OMR,W,658
Old River @ Middle River,6/9/1998,236,51.89782644,SouthDelta,W,123
Contra Costa PP Number 01,7/8/1998,233,56.61660003,OMR,W,133
Contra Costa PP Number 01,8/5/1998,190,70.95431958,OMR,W,99
Contra Costa PP Number 01,9/2/1998,161,67.79734317,OMR,W,92
Contra Costa PP Number 01,10/14/1998,208,70.16642583,OMR,W,119
Contra Costa PP Number 01,11/4/1998,190,78.12007996,OMR,W,138
Contra Costa PP Number 01,12/2/1998,289,64.89739823,OMR,W,156
Contra Costa PP Number 01,1/6/1999,459,64.63920091,OMR,W,263
Contra Costa PP Number 01,2/3/1999,352,51.6298188,OMR,W,202
Contra Costa PP Number 01,4/8/1999,324,57.34361395,OMR,W,190
Contra Costa PP Number 01,5/5/1999,451,57.23000982,OMR,W,282
Contra Costa PP Number 01,6/2/1999,288,67.44761682,OMR,W,174
Contra Costa PP Number 01,7/8/1999,211,73.33227294,OMR,W,125
Contra Costa PP Number 01,8/5/1999,218,71.77110367,OMR,W,128
Contra Costa PP Number 01,10/7/1999,892,85.55971154,OMR,AN,481
Contra Costa PP Number 01,12/7/1999,1390,84.3486242,OMR,AN,797
Contra Costa PP Number 01,1/4/2000,1186,80.55744457,OMR,AN,602
Contra Costa PP Number 01,2/8/2000,385,57.61717763,OMR,AN,233
Contra Costa PP Number 01,3/7/2000,1125,48.16682697,OMR,AN,678
Contra Costa PP Number 01,4/4/2000,391,70.46558651,OMR,AN,239
Contra Costa PP Number 01,5/2/2000,381,63.70366373,OMR,AN,228
Contra Costa PP Number 01,6/6/2000,254,72.94579268,OMR,AN,139
Contra Costa PP Number 01,7/3/2000,229,80.70368222,OMR,AN,126
Contra Costa PP Number 01,8/2/2000,244,77.4197889,OMR,AN,135
Contra Costa PP Number 01,10/3/2000,548,87.25802224,OMR,D,289
Contra Costa PP Number 01,11/7/2000,668,84.3926938,OMR,D,354
Contra Costa PP Number 01,1/8/2001,1030,94.68792213,OMR,D,571
Contra Costa PP Number 01,2/6/2001,943,82.30525912,OMR,D,494
Contra Costa PP Number 01,3/6/2001,753,70.05240742,OMR,D,421
