Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,SO4
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,73,SJRcorridor,BN,83
Middle River @ Union Point - P10A,2/5/2018,395,73,OMR,BN,33
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,OMR,BN,33
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,SouthDelta,BN,33
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,72,SJRcorridor,BN,84
C10A - San Joaquin River near Vernalis @ SJR Club,2/12/2018,515,78,SJRcorridor,BN,61
Eastside Delta Mendota Canal intake at Jones PP,2/14/2018,546,77,OMR,BN,64
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,73,SJRcorridor,BN,61
C10A - San Joaquin River near Vernalis @ SJR Club,3/20/2018,454,69,SJRcorridor,BN,58
Eastside Delta Mendota Canal intake at Jones PP,3/21/2018,474,71,OMR,BN,52
Middle River @ Union Point - P10A,4/9/2018,365.4,56,OMR,BN,36
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,OMR,BN,36
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,SouthDelta,BN,36
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,58,SJRcorridor,BN,18
Eastside Delta Mendota Canal intake at Jones PP,4/18/2018,251.4,58,OMR,BN,28
C10A - San Joaquin River near Vernalis @ SJR Club,4/19/2018,245,60,SJRcorridor,BN,28
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,62,SJRcorridor,BN,31
Middle River @ Union Point - P10A,5/7/2018,354,66,OMR,BN,39
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,66,SJRcorridor,BN,13
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,OMR,BN,39
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,SouthDelta,BN,39
C10A - San Joaquin River near Vernalis @ SJR Club,5/16/2018,185,74,SJRcorridor,BN,18
Eastside Delta Mendota Canal intake at Jones PP,5/17/2018,230,74,OMR,BN,23
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,73,SJRcorridor,BN,19
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,73,SJRcorridor,BN,46
Middle River @ Union Point - P10A,6/5/2018,286.4,73,OMR,BN,23
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,OMR,BN,23
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,SouthDelta,BN,23
C10A - San Joaquin River near Vernalis @ SJR Club,6/12/2018,299,80,SJRcorridor,BN,29
SGA,6/20/2018,664,81,SouthDelta,BN,80
PDC,6/20/2018,855,81,SouthDelta,BN,95
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,OMR,BN,15
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,SouthDelta,BN,15
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,OMR,BN,9
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,SouthDelta,BN,9
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,OMR,BN,13
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,SouthDelta,BN,13
OH1,1/8/2019,940,79,SouthDelta,W,120
ORX,1/8/2019,944,79,SouthDelta,W,120
GLE,1/8/2019,977,79,SouthDelta,W,125
Paradise Cut Upstream,1/15/2019,2111,77,SouthDelta,W,233
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,77,SouthDelta,W,150
Old River at Tracy Wildlife Association,1/15/2019,972,77,SouthDelta,W,123.5
C10A - San Joaquin River near Vernalis @ SJR Club,1/15/2019,812,77,SJRcorridor,W,107
Paradise Cut,1/15/2019,811,77,SouthDelta,W,105
Eastside Delta Mendota Canal intake at Jones PP,1/15/2019,671,77,OMR,W,86.5
PDUP,1/15/2019,2110,77,SouthDelta,W,233
SGA,1/15/2019,1170,77,SouthDelta,W,150
PDC,1/15/2019,822,77,SouthDelta,W,105
TWA,1/15/2019,977,77,SouthDelta,W,123.5
Old River below Headwaters,1/30/2019,932,63,SJRcorridor,W,122
Old River near Doughty Cut - ORX,1/30/2019,916,63,SouthDelta,W,120
Grant Line Canal East,1/30/2019,879,63,SouthDelta,W,115
OH1,1/30/2019,944,63,SouthDelta,W,122
ORX,1/30/2019,928,63,SouthDelta,W,120
GLE,1/30/2019,891,63,SouthDelta,W,115
Middle River @ Union Point - P10A,2/4/2019,395.8,68,OMR,W,31
Eastside Delta Mendota Canal intake at Jones PP,2/12/2019,444.4,60,OMR,W,43
C10A - San Joaquin River near Vernalis @ SJR Club,2/14/2019,321,68,SJRcorridor,W,41
Grant Line Canal East,5/1/2019,190.3,57,SouthDelta,W,19
Old River below Headwaters,5/1/2019,185.9,57,SJRcorridor,W,18.5
Old River near Doughty Cut - ORX,5/1/2019,184.9,57,SouthDelta,W,18
OH1,5/1/2019,188,57,SouthDelta,W,18.5
ORX,5/1/2019,187,57,SouthDelta,W,18
GLE,5/1/2019,192,57,SouthDelta,W,19
Middle River @ Union Point - P10A,5/8/2019,265.1,58,OMR,W,28
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,58,SJRcorridor,W,10
C10A - San Joaquin River near Vernalis @ SJR Club,5/14/2019,118,60,SJRcorridor,W,10
Eastside Delta Mendota Canal intake at Jones PP,5/16/2019,132,63,OMR,W,12
Grant Line Canal East,5/29/2019,88.8,61,SouthDelta,W,6.46
Old River near Doughty Cut - ORX,5/29/2019,82.3,61,SouthDelta,W,6
Old River below Headwaters,5/29/2019,78.3,61,SJRcorridor,W,5
OH1,5/29/2019,79,61,SouthDelta,W,5
ORX,5/29/2019,83,61,SouthDelta,W,6
GLE,5/29/2019,90,61,SouthDelta,W,6.46
Middle River @ Union Point - P10A,6/6/2019,173,57,OMR,W,14
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,57,SJRcorridor,W,6
C10A - San Joaquin River near Vernalis @ SJR Club,6/11/2019,83,61,SJRcorridor,W,6
Paradise Cut Upstream,6/12/2019,233.8,62,SouthDelta,W,20
Old River at Tracy Wildlife Association,6/12/2019,105.4,62,SouthDelta,W,8
PDUP,6/12/2019,233,62,SouthDelta,W,20
TWA,6/12/2019,107,62,SouthDelta,W,8
Eastside Delta Mendota Canal intake at Jones PP,6/13/2019,122.2,63,OMR,W,9
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,67,SouthDelta,W,10
Paradise Cut,6/25/2019,110.3,67,SouthDelta,W,8.25
Old River below Headwaters,6/25/2019,107.6,67,SJRcorridor,W,8
Grant Line Canal East,6/25/2019,106,67,SouthDelta,W,8
Old River near Doughty Cut - ORX,6/25/2019,105.1,67,SouthDelta,W,8
OH1,6/25/2019,107,67,SouthDelta,W,8
ORX,6/25/2019,105,67,SouthDelta,W,8
GLE,6/25/2019,104.5,67,SouthDelta,W,8
PDC,6/25/2019,109,67,SouthDelta,W,8.25
SGA,6/25/2019,128,67,SouthDelta,W,10
Old River at Tracy Wildlife Association,7/1/2019,303.9,72,SouthDelta,W,32
TWA,7/1/2019,304.5,72,SouthDelta,W,32
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,73,SJRcorridor,W,45.4
Paradise Cut,7/9/2019,870,72,SouthDelta,W,90
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,72,SouthDelta,W,66.6
Grant Line Canal East,7/9/2019,452.8,72,SouthDelta,W,48.6
Old River below Headwaters,7/9/2019,444.2,72,SJRcorridor,W,48
Old River near Doughty Cut - ORX,7/9/2019,421.3,72,SouthDelta,W,45
OH1,7/9/2019,443,72,SouthDelta,W,48
ORX,7/9/2019,422,72,SouthDelta,W,45
GLE,7/9/2019,454,72,SouthDelta,W,48.6
PDC,7/9/2019,814,72,SouthDelta,W,90
SGA,7/9/2019,606,72,SouthDelta,W,66.6
Eastside Delta Mendota Canal intake at Jones PP,7/16/2019,180,77,OMR,W,8.74
C10A - San Joaquin River near Vernalis @ SJR Club,7/17/2019,245,77,SJRcorridor,W,24
Paradise Cut Upstream,7/24/2019,1880,74,SouthDelta,W,191
Old River at Tracy Wildlife Association,7/24/2019,383.4,74,SouthDelta,W,41
PDUP,7/24/2019,1860,74,SouthDelta,W,191
TWA,7/24/2019,383,74,SouthDelta,W,41
OH1,8/6/2019,415,81,SouthDelta,W,42.2
ORX,8/6/2019,343,81,SouthDelta,W,34
GLE,8/6/2019,398,81,SouthDelta,W,40.1
PDC,8/6/2019,412,81,SouthDelta,W,41.2
SGA,8/6/2019,430,81,SouthDelta,W,43.1
C10A - San Joaquin River near Vernalis @ SJR Club,8/15/2019,188,75,SJRcorridor,W,16.4
Paradise Cut Upstream,8/21/2019,1501,73,SouthDelta,W,146
Old River at Tracy Wildlife Association,8/21/2019,232.7,73,SouthDelta,W,21.4
PDUP,8/21/2019,1470,73,SouthDelta,W,146
TWA,8/21/2019,231,73,SouthDelta,W,21.4
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,73,SJRcorridor,W,20.4
Paradise Cut,9/4/2019,615,73,SouthDelta,W,56.6
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,73,SouthDelta,W,24.4
Grant Line Canal East,9/4/2019,235.8,73,SouthDelta,W,22.9
Old River near Doughty Cut - ORX,9/4/2019,236.2,73,SouthDelta,W,22.9
Old River below Headwaters,9/4/2019,237.6,73,SJRcorridor,W,22.6
OH1,9/4/2019,237,73,SouthDelta,W,22.6
ORX,9/4/2019,238,73,SouthDelta,W,22.9
GLE,9/4/2019,237,73,SouthDelta,W,22.9
PDC,9/4/2019,533,73,SouthDelta,W,56.6
SGA,9/4/2019,252,73,SouthDelta,W,24.4
Paradise Cut Upstream,9/11/2019,1204,72,SouthDelta,W,120
Old River at Tracy Wildlife Association,9/11/2019,337.6,72,SouthDelta,W,35.4
PDUP,9/11/2019,1190,72,SouthDelta,W,120
TWA,9/11/2019,336,72,SouthDelta,W,35.4
C10A - San Joaquin River near Vernalis @ SJR Club,9/17/2019,162,73,SJRcorridor,W,14.3
Eastside Delta Mendota Canal intake at Jones PP,9/18/2019,280,73,OMR,W,23.6
Paradise Cut,9/25/2019,966,76,SouthDelta,W,82.8
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,76,SouthDelta,W,19.6
Old River below Headwaters,9/25/2019,186.1,76,SJRcorridor,W,16.6
Old River near Doughty Cut - ORX,9/25/2019,180.2,76,SouthDelta,W,15.9
Grant Line Canal East,9/25/2019,182.8,76,SouthDelta,W,15.8
OH1,9/25/2019,184,76,SouthDelta,W,16.6
ORX,9/25/2019,180,76,SouthDelta,W,15.9
GLE,9/25/2019,183,76,SouthDelta,W,15.8
PDC,9/25/2019,752,76,SouthDelta,W,82.8
SGA,9/25/2019,215,76,SouthDelta,W,19.6
Paradise Cut Upstream,10/2/2019,1439,74,SouthDelta,D,144
Old River at Tracy Wildlife Association,10/2/2019,215.7,74,SouthDelta,D,22.2
PDUP,10/2/2019,1430,74,SouthDelta,D,144
TWA,10/2/2019,220,74,SouthDelta,D,22.2
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,73,SJRcorridor,D,32.2
Middle River @ Union Point - P10A,10/7/2019,214.9,73,OMR,D,12.5
C10A - San Joaquin River near Vernalis @ SJR Club,10/15/2019,347,74,SJRcorridor,D,36.4
Eastside Delta Mendota Canal intake at Jones PP,10/17/2019,300,76,OMR,D,31
Paradise Cut Upstream,10/29/2019,1587,75,SouthDelta,D,156
Old River at Tracy Wildlife Association,10/29/2019,277.2,75,SouthDelta,D,27.8
PDUP,10/29/2019,1580,75,SouthDelta,D,156
TWA,10/29/2019,281,75,SouthDelta,D,27.8
Paradise Cut,11/6/2019,747,81,SouthDelta,D,69
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,81,SouthDelta,D,62.4
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,81,SJRcorridor,D,49.3
Old River below Headwaters,11/6/2019,465.9,81,SJRcorridor,D,48
Old River near Doughty Cut - ORX,11/6/2019,432.2,81,SouthDelta,D,44
Grant Line Canal East,11/6/2019,415.3,81,SouthDelta,D,42
Middle River @ Union Point - P10A,11/6/2019,238.1,81,OMR,D,16.4
OH1,11/6/2019,470,81,SouthDelta,D,48
ORX,11/6/2019,438,81,SouthDelta,D,44
GLE,11/6/2019,418,81,SouthDelta,D,42
PDC,11/6/2019,671,81,SouthDelta,D,69
SGA,11/6/2019,549,81,SouthDelta,D,62.4
C10A - San Joaquin River near Vernalis @ SJR Club,12/18/2019,611,76,SJRcorridor,D,77
Eastside Delta Mendota Canal intake at Jones PP,12/19/2019,562,76,OMR,D,65
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,76,SouthDelta,D,90
Old River below Headwaters,1/2/2020,676,76,SJRcorridor,D,85
Grant Line Canal East,1/2/2020,696,76,SouthDelta,D,85
Old River near Doughty Cut - ORX,1/2/2020,674,76,SouthDelta,D,85
Paradise Cut,1/2/2020,673,76,SouthDelta,D,84
OH1,1/2/2020,682,76,SouthDelta,D,85
ORX,1/2/2020,681,76,SouthDelta,D,85
GLE,1/2/2020,699,76,SouthDelta,D,85
PDC,1/2/2020,679,76,SouthDelta,D,84
SGA,1/2/2020,749,76,SouthDelta,D,90
C10A - San Joaquin River near Vernalis @ SJR Club,1/14/2020,652,81,SJRcorridor,D,66
Eastside Delta Mendota Canal intake at Jones PP,1/16/2020,423,81,OMR,D,32
Paradise Cut Upstream,2/4/2020,1921,73,SouthDelta,D,200
Old River at Tracy Wildlife Association,2/4/2020,752,73,SouthDelta,D,92
PDUP,2/4/2020,1920,73,SouthDelta,D,200
TWA,2/4/2020,760,73,SouthDelta,D,92
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,77,SJRcorridor,D,46
Middle River @ Union Point - P10A,2/6/2020,374.9,77,OMR,D,28.5
C10A - San Joaquin River near Vernalis @ SJR Club,2/11/2020,571,79,SJRcorridor,D,71
Eastside Delta Mendota Canal intake at Jones PP,2/13/2020,411.6,79,OMR,D,39
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,77,SouthDelta,D,105
Paradise Cut,2/19/2020,816,77,SouthDelta,D,98
PDC,2/19/2020,821,77,SouthDelta,D,98
SGA,2/19/2020,902.5,77,SouthDelta,D,105
Paradise Cut Upstream,3/4/2020,1832,79,SouthDelta,D,202
Old River at Tracy Wildlife Association,3/4/2020,492.1,79,SouthDelta,D,57
PDUP,3/4/2020,1820,79,SouthDelta,D,202
TWA,3/4/2020,494,79,SouthDelta,D,57
Paradise Cut Upstream,4/7/2020,1982,77,SouthDelta,D,215
Old River at Tracy Wildlife Association,4/7/2020,999,77,SouthDelta,D,123
PDUP,4/7/2020,1972,77,SouthDelta,D,215
TWA,4/7/2020,996,77,SouthDelta,D,123
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,73,SouthDelta,D,121
Paradise Cut,4/21/2020,888,73,SouthDelta,D,96.5
Grant Line Canal East,4/21/2020,370.7,73,SouthDelta,D,43
Old River near Doughty Cut - ORX,4/21/2020,347.2,73,SouthDelta,D,40
Old River below Headwaters,4/21/2020,343.5,73,SJRcorridor,D,39
GLE,4/21/2020,372,73,SouthDelta,D,43
ORX,4/21/2020,349,73,SouthDelta,D,40
OH1,4/21/2020,345,73,SouthDelta,D,39
PDC,4/21/2020,916.5,73,SouthDelta,D,96.5
SGA,4/21/2020,976,73,SouthDelta,D,121
Paradise Cut Upstream,4/29/2020,931,75,SouthDelta,D,102
Old River at Tracy Wildlife Association,4/29/2020,674,75,SouthDelta,D,81
PDUP,4/29/2020,908,75,SouthDelta,D,102
TWA,4/29/2020,676,75,SouthDelta,D,81
Eastside Delta Mendota Canal intake at Jones PP,5/14/2020,403,80,OMR,D,42
PDUP,5/18/2020,1540,81,SouthDelta,D,156
Old River near Doughty Cut - ORX,6/16/2020,253.9,80,SouthDelta,D,21.5
ORX,6/16/2020,254,80,SouthDelta,D,21.5
Paradise Cut Upstream,6/17/2020,1393,80,SouthDelta,D,147
PDUP,6/17/2020,1410,80,SouthDelta,D,147
Old River at Tracy Wildlife Association,1/4/2022,616,65,SouthDelta,C,61.2
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,70,SouthDelta,C,210
Paradise Cut,1/12/2022,821,70,SouthDelta,C,84
Old River below Headwaters,1/12/2022,660,70,SJRcorridor,C,71.6
Grant Line Canal East,1/12/2022,678,70,SouthDelta,C,71.6
Old River near Doughty Cut - ORX,1/12/2022,663,70,SouthDelta,C,71.2
Paradise Cut Upstream,1/19/2022,2987,74,SouthDelta,C,300
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,76,SouthDelta,C,186
Paradise Cut,1/25/2022,778,76,SouthDelta,C,83.1
Eastside Delta Mendota Canal intake at Jones PP,1/26/2022,356.6,77,OMR,C,25
Old River at Tracy Wildlife Association,2/8/2022,824,76,SouthDelta,C,94
Paradise Cut Upstream,2/9/2022,1694,77,SouthDelta,C,171
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,77,SJRcorridor,C,30
Middle River @ Union Point - P10A,2/9/2022,354.6,77,OMR,C,24
C10A - San Joaquin River near Vernalis @ SJR Club,2/24/2022,399,77,SJRcorridor,C,36.4
Eastside Delta Mendota Canal intake at Jones PP,2/24/2022,391,77,OMR,C,28
Grant Line Canal East,3/1/2022,559,78,SouthDelta,C,54
Old River below Headwaters,3/1/2022,508,78,SJRcorridor,C,52.6
Old River near Doughty Cut - ORX,3/1/2022,480.8,78,SouthDelta,C,48
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,74,SJRcorridor,C,37.2
Middle River @ Union Point - P10A,3/10/2022,417,74,OMR,C,28
Paradise Cut Upstream,3/14/2022,3443,78,SouthDelta,C,350
Old River at Tracy Wildlife Association,3/15/2022,935,79,SouthDelta,C,98
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,79,SouthDelta,C,92
Paradise Cut,3/16/2022,993,79,SouthDelta,C,77
Eastside Delta Mendota Canal intake at Jones PP,3/22/2022,448,80,OMR,C,34
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,81,SJRcorridor,C,60
Middle River @ Union Point - P10A,4/5/2022,400.6,81,OMR,C,26
Grant Line Canal East,4/7/2022,766,80,SouthDelta,C,78
Old River near Doughty Cut - ORX,4/7/2022,679,80,SouthDelta,C,65
Old River below Headwaters,4/7/2022,679,80,SJRcorridor,C,64.6
