Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Cl
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,OMR,BN,118
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,SouthDelta,BN,118
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,OMR,BN,76
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,SouthDelta,BN,76
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,OMR,BN,34
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,SouthDelta,BN,34
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,OMR,BN,38
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,SouthDelta,BN,38
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,OMR,BN,60
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,SouthDelta,BN,60
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,OMR,BN,40
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,SouthDelta,BN,40
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,OMR,BN,26
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,SouthDelta,BN,26
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,OMR,BN,27
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,SouthDelta,BN,27
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,OMR,BN,45
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,SouthDelta,BN,45
Middle River @ Union Point - P10A,10/4/2016,387,86.5637221,OMR,W,65
Middle River @ Union Point - P10A,10/4/2016,387,86.5637221,SouthDelta,W,65
Middle River @ Union Point - P10A,11/7/2016,353,87.41045331,OMR,W,57
Middle River @ Union Point - P10A,11/7/2016,353,87.41045331,SouthDelta,W,57
Middle River @ Union Point - P10A,12/7/2016,398,83.68530205,OMR,W,65
Middle River @ Union Point - P10A,12/7/2016,398,83.68530205,SouthDelta,W,65
Middle River @ Union Point - P10A,1/9/2017,338,56.18463132,OMR,W,50
Middle River @ Union Point - P10A,1/9/2017,338,56.18463132,SouthDelta,W,50
Middle River @ Union Point - P10A,2/6/2017,258,50.46962633,OMR,W,28
Middle River @ Union Point - P10A,2/6/2017,258,50.46962633,SouthDelta,W,28
Middle River @ Union Point - P10A,3/8/2017,187,46.65054443,OMR,W,18
Middle River @ Union Point - P10A,3/8/2017,187,46.65054443,SouthDelta,W,18
Middle River @ Union Point - P10A,4/3/2017,201,49.18404199,OMR,W,22
Middle River @ Union Point - P10A,4/3/2017,201,49.18404199,SouthDelta,W,22
Middle River @ Union Point - P10A,5/3/2017,120,50.00669585,OMR,W,11
Middle River @ Union Point - P10A,5/3/2017,120,50.00669585,SouthDelta,W,11
Middle River @ Union Point - P10A,6/5/2017,177,57.96351261,OMR,W,20
Middle River @ Union Point - P10A,6/5/2017,177,57.96351261,SouthDelta,W,20
Middle River @ Union Point - P10A,7/10/2017,177,70.04911852,OMR,W,21
Middle River @ Union Point - P10A,7/10/2017,177,70.04911852,SouthDelta,W,21
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,OMR,W,25
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,SouthDelta,W,25
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,OMR,W,20
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,SouthDelta,W,20
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,OMR,BN,18
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,SouthDelta,BN,18
Middle River @ Union Point - P10A,12/4/2017,246,83.87250454,OMR,BN,26
Middle River @ Union Point - P10A,12/4/2017,246,83.87250454,SouthDelta,BN,26
Middle River @ Union Point - P10A,1/8/2018,456,84.74492337,OMR,BN,80
Middle River @ Union Point - P10A,1/8/2018,456,84.74492337,SouthDelta,BN,80
C10A - San Joaquin River near Vernalis @ SJR Club,1/16/2018,718,76,SJRcorridor,BN,94
Eastside Delta Mendota Canal intake at Jones PP,1/17/2018,546.1,76,OMR,BN,92
Middle River near Holt,1/18/2018,363.6,77,OMR,BN,54
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,73,SJRcorridor,BN,83
Old River at Quimby Island,1/23/2018,401.3,72,OMR,BN,66
Holland Cut near Bethel Island,1/23/2018,487,72,OMR,BN,90
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,OMR,BN,55
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,SouthDelta,BN,55
Middle River @ Union Point - P10A,2/5/2018,395,73,OMR,BN,55
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,72,SJRcorridor,BN,90
C10A - San Joaquin River near Vernalis @ SJR Club,2/12/2018,515,78,SJRcorridor,BN,66
Eastside Delta Mendota Canal intake at Jones PP,2/14/2018,546,77,OMR,BN,73
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,73,SJRcorridor,BN,66
Holland Cut near Bethel Island,3/5/2018,338.9,72,OMR,BN,40
Old River at Quimby Island,3/5/2018,363.1,72,OMR,BN,45
Middle River near Holt,3/5/2018,407.7,72,OMR,BN,55
C10A - San Joaquin River near Vernalis @ SJR Club,3/20/2018,454,69,SJRcorridor,BN,57
Eastside Delta Mendota Canal intake at Jones PP,3/21/2018,474,71,OMR,BN,59
Holland Cut near Bethel Island,4/3/2018,253.7,60,OMR,BN,27
Old River at Quimby Island,4/3/2018,277.2,60,OMR,BN,31
Middle River near Holt,4/3/2018,308,60,OMR,BN,37
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,OMR,BN,47
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,SouthDelta,BN,47
Middle River @ Union Point - P10A,4/9/2018,365.4,56,OMR,BN,47
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,58,SJRcorridor,BN,17
Eastside Delta Mendota Canal intake at Jones PP,4/18/2018,251.4,58,OMR,BN,29
C10A - San Joaquin River near Vernalis @ SJR Club,4/19/2018,245,60,SJRcorridor,BN,29
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,62,SJRcorridor,BN,32
Holland Cut near Bethel Island,5/3/2018,259.3,67,OMR,BN,30
Old River at Quimby Island,5/3/2018,255.6,67,OMR,BN,30
Middle River near Holt,5/3/2018,269.8,67,OMR,BN,33
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,OMR,BN,45
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,SouthDelta,BN,45
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,66,SJRcorridor,BN,13
Middle River @ Union Point - P10A,5/7/2018,354,66,OMR,BN,45
C10A - San Joaquin River near Vernalis @ SJR Club,5/16/2018,185,74,SJRcorridor,BN,19
Eastside Delta Mendota Canal intake at Jones PP,5/17/2018,230,74,OMR,BN,27
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,73,SJRcorridor,BN,19
Holland Cut near Bethel Island,5/23/2018,246,74,OMR,BN,28
Old River at Quimby Island,5/23/2018,257,74,OMR,BN,32
Middle River near Holt,5/23/2018,272.4,74,OMR,BN,37
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,73,SJRcorridor,BN,54
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,OMR,BN,38
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,SouthDelta,BN,38
Middle River @ Union Point - P10A,6/5/2018,286.4,73,OMR,BN,38
C10A - San Joaquin River near Vernalis @ SJR Club,6/12/2018,299,80,SJRcorridor,BN,35
SGA,6/20/2018,664,81,SouthDelta,BN,92
PDC,6/20/2018,855,81,SouthDelta,BN,140
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,OMR,BN,30
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,SouthDelta,BN,30
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,OMR,BN,21
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,SouthDelta,BN,21
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,OMR,BN,54
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,SouthDelta,BN,54
OH1,1/8/2019,940,79,SouthDelta,W,130
ORX,1/8/2019,944,79,SouthDelta,W,130
GLE,1/8/2019,977,79,SouthDelta,W,135
Eastside Delta Mendota Canal intake at Jones PP,1/15/2019,671,77,OMR,W,106
C10A - San Joaquin River near Vernalis @ SJR Club,1/15/2019,812,77,SJRcorridor,W,107
Paradise Cut,1/15/2019,811,77,SouthDelta,W,108
Old River at Tracy Wildlife Association,1/15/2019,972,77,SouthDelta,W,135
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,77,SouthDelta,W,166
Paradise Cut Upstream,1/15/2019,2111,77,SouthDelta,W,425
PDUP,1/15/2019,2110,77,SouthDelta,W,425
SGA,1/15/2019,1170,77,SouthDelta,W,166
PDC,1/15/2019,822,77,SouthDelta,W,108
TWA,1/15/2019,977,77,SouthDelta,W,135
Grant Line Canal East,1/30/2019,879,63,SouthDelta,W,120
Old River near Doughty Cut - ORX,1/30/2019,916,63,SouthDelta,W,121
Old River below Headwaters,1/30/2019,932,63,SJRcorridor,W,123
OH1,1/30/2019,944,63,SouthDelta,W,123
ORX,1/30/2019,928,63,SouthDelta,W,121
GLE,1/30/2019,891,63,SouthDelta,W,120
Middle River @ Union Point - P10A,2/4/2019,395.8,68,OMR,W,58
Eastside Delta Mendota Canal intake at Jones PP,2/12/2019,444.4,60,OMR,W,60
C10A - San Joaquin River near Vernalis @ SJR Club,2/14/2019,321,68,SJRcorridor,W,32
Old River below Headwaters,5/1/2019,185.9,57,SJRcorridor,W,20
Grant Line Canal East,5/1/2019,190.3,57,SouthDelta,W,20
Old River near Doughty Cut - ORX,5/1/2019,184.9,57,SouthDelta,W,20
OH1,5/1/2019,188,57,SouthDelta,W,20
ORX,5/1/2019,187,57,SouthDelta,W,20
GLE,5/1/2019,192,57,SouthDelta,W,20
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,58,SJRcorridor,W,9.5
Middle River @ Union Point - P10A,5/8/2019,265.1,58,OMR,W,32.5
C10A - San Joaquin River near Vernalis @ SJR Club,5/14/2019,118,60,SJRcorridor,W,10
Middle River near Holt,5/15/2019,225.6,61,OMR,W,25
Old River at Quimby Island,5/15/2019,222.9,61,OMR,W,26
Holland Cut near Bethel Island,5/15/2019,223.7,61,OMR,W,27
Eastside Delta Mendota Canal intake at Jones PP,5/16/2019,132,63,OMR,W,12
Old River below Headwaters,5/29/2019,78.3,61,SJRcorridor,W,5
Old River near Doughty Cut - ORX,5/29/2019,82.3,61,SouthDelta,W,5.29
Grant Line Canal East,5/29/2019,88.8,61,SouthDelta,W,6.21
OH1,5/29/2019,79,61,SouthDelta,W,5
ORX,5/29/2019,83,61,SouthDelta,W,5.29
GLE,5/29/2019,90,61,SouthDelta,W,6.21
Middle River near Holt,6/5/2019,141,58,OMR,W,14.9
Old River at Quimby Island,6/5/2019,154.1,58,OMR,W,16.5
Holland Cut near Bethel Island,6/5/2019,160.3,58,OMR,W,17
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,57,SJRcorridor,W,4
Middle River @ Union Point - P10A,6/6/2019,173,57,OMR,W,20
C10A - San Joaquin River near Vernalis @ SJR Club,6/11/2019,83,61,SJRcorridor,W,5
Old River at Tracy Wildlife Association,6/12/2019,105.4,62,SouthDelta,W,9
Paradise Cut Upstream,6/12/2019,233.8,62,SouthDelta,W,32
PDUP,6/12/2019,233,62,SouthDelta,W,32
TWA,6/12/2019,107,62,SouthDelta,W,9
Eastside Delta Mendota Canal intake at Jones PP,6/13/2019,122.2,63,OMR,W,9.25
Old River near Doughty Cut - ORX,6/25/2019,105.1,67,SouthDelta,W,8.5
Grant Line Canal East,6/25/2019,106,67,SouthDelta,W,8.75
Old River below Headwaters,6/25/2019,107.6,67,SJRcorridor,W,9
Paradise Cut,6/25/2019,110.3,67,SouthDelta,W,9
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,67,SouthDelta,W,12
OH1,6/25/2019,107,67,SouthDelta,W,9
ORX,6/25/2019,105,67,SouthDelta,W,8.5
GLE,6/25/2019,104.5,67,SouthDelta,W,8.75
PDC,6/25/2019,109,67,SouthDelta,W,9
SGA,6/25/2019,128,67,SouthDelta,W,12
Old River at Tracy Wildlife Association,7/1/2019,303.9,72,SouthDelta,W,38
TWA,7/1/2019,304.5,72,SouthDelta,W,38
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,73,SJRcorridor,W,55
Old River near Doughty Cut - ORX,7/9/2019,421.3,72,SouthDelta,W,54.5
Old River below Headwaters,7/9/2019,444.2,72,SJRcorridor,W,58.45
Grant Line Canal East,7/9/2019,452.8,72,SouthDelta,W,61.2
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,72,SouthDelta,W,92
Paradise Cut,7/9/2019,870,72,SouthDelta,W,132
OH1,7/9/2019,443,72,SouthDelta,W,58.45
ORX,7/9/2019,422,72,SouthDelta,W,54.5
GLE,7/9/2019,454,72,SouthDelta,W,61.2
PDC,7/9/2019,814,72,SouthDelta,W,132
SGA,7/9/2019,606,72,SouthDelta,W,92
Holland Cut near Bethel Island,7/11/2019,119.8,73,OMR,W,8
Old River at Quimby Island,7/11/2019,120.1,73,OMR,W,8
Middle River near Holt,7/11/2019,122.4,73,OMR,W,9
Eastside Delta Mendota Canal intake at Jones PP,7/16/2019,180,77,OMR,W,12.6
C10A - San Joaquin River near Vernalis @ SJR Club,7/17/2019,245,77,SJRcorridor,W,28
Old River at Tracy Wildlife Association,7/24/2019,383.4,74,SouthDelta,W,49.2
Paradise Cut Upstream,7/24/2019,1880,74,SouthDelta,W,380.5
PDUP,7/24/2019,1860,74,SouthDelta,W,380.5
TWA,7/24/2019,383,74,SouthDelta,W,49.2
OH1,8/6/2019,415,81,SouthDelta,W,51.3
ORX,8/6/2019,343,81,SouthDelta,W,43
GLE,8/6/2019,398,81,SouthDelta,W,49
PDC,8/6/2019,412,81,SouthDelta,W,53.6
SGA,8/6/2019,430,81,SouthDelta,W,57.2
Middle River near Holt,8/7/2019,153.3,81,OMR,W,12.4
Old River at Quimby Island,8/7/2019,209.8,81,OMR,W,27.6
Holland Cut near Bethel Island,8/7/2019,260,81,OMR,W,41.7
C10A - San Joaquin River near Vernalis @ SJR Club,8/15/2019,188,75,SJRcorridor,W,18.2
Old River at Tracy Wildlife Association,8/21/2019,232.7,73,SouthDelta,W,26.1
Paradise Cut Upstream,8/21/2019,1501,73,SouthDelta,W,279
PDUP,8/21/2019,1470,73,SouthDelta,W,279
TWA,8/21/2019,231,73,SouthDelta,W,26.1
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,73,SJRcorridor,W,21.7
Old River near Doughty Cut - ORX,9/4/2019,236.2,73,SouthDelta,W,25
Old River below Headwaters,9/4/2019,237.6,73,SJRcorridor,W,25.2
Grant Line Canal East,9/4/2019,235.8,73,SouthDelta,W,25.7
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,73,SouthDelta,W,28.1
Paradise Cut,9/4/2019,615,73,SouthDelta,W,77.9
OH1,9/4/2019,237,73,SouthDelta,W,25.2
ORX,9/4/2019,238,73,SouthDelta,W,25
GLE,9/4/2019,237,73,SouthDelta,W,25.7
PDC,9/4/2019,533,73,SouthDelta,W,77.9
SGA,9/4/2019,252,73,SouthDelta,W,28.1
Middle River near Holt,9/11/2019,154.4,72,OMR,W,9.4
Old River at Quimby Island,9/11/2019,158.8,72,OMR,W,11
Holland Cut near Bethel Island,9/11/2019,171.6,72,OMR,W,14.8
Old River at Tracy Wildlife Association,9/11/2019,337.6,72,SouthDelta,W,41.5
Paradise Cut Upstream,9/11/2019,1204,72,SouthDelta,W,213
PDUP,9/11/2019,1190,72,SouthDelta,W,213
TWA,9/11/2019,336,72,SouthDelta,W,41.5
C10A - San Joaquin River near Vernalis @ SJR Club,9/17/2019,162,73,SJRcorridor,W,15
Eastside Delta Mendota Canal intake at Jones PP,9/18/2019,280,73,OMR,W,29.4
Old River near Doughty Cut - ORX,9/25/2019,180.2,76,SouthDelta,W,16.5
Grant Line Canal East,9/25/2019,182.8,76,SouthDelta,W,16.9
Old River below Headwaters,9/25/2019,186.1,76,SJRcorridor,W,17
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,76,SouthDelta,W,22
Paradise Cut,9/25/2019,966,76,SouthDelta,W,115
OH1,9/25/2019,184,76,SouthDelta,W,17
ORX,9/25/2019,180,76,SouthDelta,W,16.5
GLE,9/25/2019,183,76,SouthDelta,W,16.9
PDC,9/25/2019,752,76,SouthDelta,W,115
SGA,9/25/2019,215,76,SouthDelta,W,22
Old River at Tracy Wildlife Association,10/2/2019,215.7,74,SouthDelta,D,24
Paradise Cut Upstream,10/2/2019,1439,74,SouthDelta,D,284
PDUP,10/2/2019,1430,74,SouthDelta,D,284
TWA,10/2/2019,220,74,SouthDelta,D,24
Middle River @ Union Point - P10A,10/7/2019,214.9,73,OMR,D,25
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,73,SJRcorridor,D,37
Holland Cut near Bethel Island,10/15/2019,155.5,74,OMR,D,11.4
Old River at Quimby Island,10/15/2019,153.4,74,OMR,D,11.5
Middle River near Holt,10/15/2019,159.9,74,OMR,D,14
C10A - San Joaquin River near Vernalis @ SJR Club,10/15/2019,347,74,SJRcorridor,D,39
Eastside Delta Mendota Canal intake at Jones PP,10/17/2019,300,76,OMR,D,39.45
Old River at Tracy Wildlife Association,10/29/2019,277.2,75,SouthDelta,D,32.2
Paradise Cut Upstream,10/29/2019,1587,75,SouthDelta,D,285
PDUP,10/29/2019,1580,75,SouthDelta,D,285
TWA,10/29/2019,281,75,SouthDelta,D,32.2
Middle River @ Union Point - P10A,11/6/2019,238.1,81,OMR,D,28.1
Grant Line Canal East,11/6/2019,415.3,81,SouthDelta,D,51
Old River near Doughty Cut - ORX,11/6/2019,432.2,81,SouthDelta,D,53.3
Old River below Headwaters,11/6/2019,465.9,81,SJRcorridor,D,58.2
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,81,SJRcorridor,D,59.1
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,81,SouthDelta,D,69.1
Paradise Cut,11/6/2019,747,81,SouthDelta,D,101
OH1,11/6/2019,470,81,SouthDelta,D,58.2
ORX,11/6/2019,438,81,SouthDelta,D,53.3
GLE,11/6/2019,418,81,SouthDelta,D,51
PDC,11/6/2019,671,81,SouthDelta,D,101
SGA,11/6/2019,549,81,SouthDelta,D,69.1
C10A - San Joaquin River near Vernalis @ SJR Club,12/18/2019,611,76,SJRcorridor,D,75
Eastside Delta Mendota Canal intake at Jones PP,12/19/2019,562,76,OMR,D,68
Old River below Headwaters,1/2/2020,676,76,SJRcorridor,D,86
Old River near Doughty Cut - ORX,1/2/2020,674,76,SouthDelta,D,86
Paradise Cut,1/2/2020,673,76,SouthDelta,D,86
Grant Line Canal East,1/2/2020,696,76,SouthDelta,D,90
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,76,SouthDelta,D,101
OH1,1/2/2020,682,76,SouthDelta,D,86
ORX,1/2/2020,681,76,SouthDelta,D,86
GLE,1/2/2020,699,76,SouthDelta,D,90
PDC,1/2/2020,679,76,SouthDelta,D,86
SGA,1/2/2020,749,76,SouthDelta,D,101
C10A - San Joaquin River near Vernalis @ SJR Club,1/14/2020,652,81,SJRcorridor,D,77
Eastside Delta Mendota Canal intake at Jones PP,1/16/2020,423,81,OMR,D,61
Old River at Tracy Wildlife Association,2/4/2020,752,73,SouthDelta,D,104
Paradise Cut Upstream,2/4/2020,1921,73,SouthDelta,D,384
PDUP,2/4/2020,1920,73,SouthDelta,D,384
TWA,2/4/2020,760,73,SouthDelta,D,104
Middle River near Holt,2/5/2020,289.3,76,OMR,D,31
Old River at Quimby Island,2/5/2020,315.8,76,OMR,D,41
Holland Cut near Bethel Island,2/5/2020,355.9,76,OMR,D,50
Middle River @ Union Point - P10A,2/6/2020,374.9,77,OMR,D,47
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,77,SJRcorridor,D,48
C10A - San Joaquin River near Vernalis @ SJR Club,2/11/2020,571,79,SJRcorridor,D,76
Eastside Delta Mendota Canal intake at Jones PP,2/13/2020,411.6,79,OMR,D,56
Paradise Cut,2/19/2020,816,77,SouthDelta,D,115
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,77,SouthDelta,D,132
PDC,2/19/2020,821,77,SouthDelta,D,115
SGA,2/19/2020,902.5,77,SouthDelta,D,132
Holland Cut near Bethel Island,3/4/2020,308.2,79,OMR,D,32
Old River at Quimby Island,3/4/2020,321.5,79,OMR,D,35
Middle River near Holt,3/4/2020,364.7,79,OMR,D,43
Old River at Tracy Wildlife Association,3/4/2020,492.1,79,SouthDelta,D,65
Paradise Cut Upstream,3/4/2020,1832,79,SouthDelta,D,342
PDUP,3/4/2020,1820,79,SouthDelta,D,342
TWA,3/4/2020,494,79,SouthDelta,D,65
Old River at Tracy Wildlife Association,4/7/2020,999,77,SouthDelta,D,146
Paradise Cut Upstream,4/7/2020,1982,77,SouthDelta,D,400
PDUP,4/7/2020,1972,77,SouthDelta,D,400
TWA,4/7/2020,996,77,SouthDelta,D,146
Old River at Quimby Island,4/8/2020,282,76,OMR,D,30
Middle River near Holt,4/8/2020,290.7,76,OMR,D,32
Holland Cut near Bethel Island,4/8/2020,298.6,76,OMR,D,33.5
Old River below Headwaters,4/21/2020,343.5,73,SJRcorridor,D,42
Old River near Doughty Cut - ORX,4/21/2020,347.2,73,SouthDelta,D,43
Grant Line Canal East,4/21/2020,370.7,73,SouthDelta,D,46
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,73,SouthDelta,D,131
Paradise Cut,4/21/2020,888,73,SouthDelta,D,140
GLE,4/21/2020,372,73,SouthDelta,D,46
ORX,4/21/2020,349,73,SouthDelta,D,43
OH1,4/21/2020,345,73,SouthDelta,D,42
PDC,4/21/2020,916.5,73,SouthDelta,D,140
SGA,4/21/2020,976,73,SouthDelta,D,131
Old River at Tracy Wildlife Association,4/29/2020,674,75,SouthDelta,D,95.5
Paradise Cut Upstream,4/29/2020,931,75,SouthDelta,D,147
PDUP,4/29/2020,908,75,SouthDelta,D,147
TWA,4/29/2020,676,75,SouthDelta,D,95.5
Holland Cut near Bethel Island,5/7/2020,273.9,77,OMR,D,28
Middle River near Holt,5/7/2020,331.4,77,OMR,D,40
Eastside Delta Mendota Canal intake at Jones PP,5/14/2020,403,80,OMR,D,53
PDUP,5/18/2020,1540,81,SouthDelta,D,285
Holland Cut near Bethel Island,6/4/2020,257,81,OMR,D,27
Old River at Quimby Island,6/4/2020,260.2,81,OMR,D,27
Middle River near Holt,6/4/2020,298.8,81,OMR,D,35
Old River near Doughty Cut - ORX,6/16/2020,253.9,80,SouthDelta,D,30.5
ORX,6/16/2020,254,80,SouthDelta,D,30.5
Paradise Cut Upstream,6/17/2020,1393,80,SouthDelta,D,251
PDUP,6/17/2020,1410,80,SouthDelta,D,251
Old River at Quimby Island,3/24/2021,423.6,78,OMR,D,44.95
Middle River near Holt,3/24/2021,455.4,78,OMR,D,49.46
Holland Cut near Bethel Island,3/24/2021,408.6,78,OMR,D,49.8
Old River at Tracy Wildlife Association,1/4/2022,616,65,SouthDelta,C,73.6
Old River below Headwaters,1/12/2022,660,70,SJRcorridor,C,76.4
Old River near Doughty Cut - ORX,1/12/2022,663,70,SouthDelta,C,76.7
Grant Line Canal East,1/12/2022,678,70,SouthDelta,C,79.4
Paradise Cut,1/12/2022,821,70,SouthDelta,C,109
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,70,SouthDelta,C,240
Middle River near Holt,1/19/2022,311.8,74,OMR,C,33
Old River at Quimby Island,1/19/2022,312.5,74,OMR,C,34
Holland Cut near Bethel Island,1/19/2022,361,74,OMR,C,44
Paradise Cut Upstream,1/19/2022,2987,74,SouthDelta,C,660
Paradise Cut,1/25/2022,778,76,SouthDelta,C,102
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,76,SouthDelta,C,220
Eastside Delta Mendota Canal intake at Jones PP,1/26/2022,356.6,77,OMR,C,42.2
C10A - San Joaquin River near Vernalis @ SJR Club,1/27/2022,656,79,SJRcorridor,C,78.3
Old River at Tracy Wildlife Association,2/8/2022,824,76,SouthDelta,C,114
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,77,SJRcorridor,C,30
Middle River @ Union Point - P10A,2/9/2022,354.6,77,OMR,C,39
Paradise Cut Upstream,2/9/2022,1694,77,SouthDelta,C,330
C10A - San Joaquin River near Vernalis @ SJR Club,2/24/2022,399,77,SJRcorridor,C,41.3
Eastside Delta Mendota Canal intake at Jones PP,2/24/2022,391,77,OMR,C,42.4
Old River near Doughty Cut - ORX,3/1/2022,480.8,78,SouthDelta,C,53
Old River below Headwaters,3/1/2022,508,78,SJRcorridor,C,57
Grant Line Canal East,3/1/2022,559,78,SouthDelta,C,67.4
Old River at Quimby Island,3/9/2022,306.7,76,OMR,C,30
Holland Cut near Bethel Island,3/9/2022,320.4,76,OMR,C,32.5
Middle River near Holt,3/9/2022,325.3,76,OMR,C,35
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,74,SJRcorridor,C,44
Middle River @ Union Point - P10A,3/10/2022,417,74,OMR,C,48.2
Paradise Cut Upstream,3/14/2022,3443,78,SouthDelta,C,775
Old River at Tracy Wildlife Association,3/15/2022,935,79,SouthDelta,C,130
Paradise Cut,3/16/2022,993,79,SouthDelta,C,120
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,79,SouthDelta,C,150
Eastside Delta Mendota Canal intake at Jones PP,3/22/2022,448,80,OMR,C,52
Middle River @ Union Point - P10A,4/5/2022,400.6,81,OMR,C,46
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,81,SJRcorridor,C,72.4
Old River near Doughty Cut - ORX,4/7/2022,679,80,SouthDelta,C,81
Old River below Headwaters,4/7/2022,679,80,SJRcorridor,C,82.65
Grant Line Canal East,4/7/2022,766,80,SouthDelta,C,98
